"CMS Certification Number (CCN)","Facility Name","Address Line 1","Address Line 2","City","State","Zip Code","County Name","PhoneNumber","CMS Region","Ownership Type","Certification Date"
"371513","INTEGRIS HOSPICE HOUSE","5710 NW 130TH STREET, SUITE 100","","OKLAHOMA CITY","OK","73142","Oklahoma","(405) 848-8884","6","For-Profit","04/01/1991"
"371514","HEARTLAND HOSPICE SERVICES","2802 NORTH KICKAPOO STREET","","SHAWNEE","OK","74804","Pottawatomie","(405) 214-6442","6","For-Profit","11/13/2003"
"371517","HOSPICE OF NORTH CENTRAL OKLAHOMA,INC","445 FAIRVIEW AVE","","PONCA CITY","OK","74601","Kay","(580) 762-9102","6","Non-Profit","04/12/1993"
"371519","HOSPICE OF MCALESTER, OKLAHOMA, INC","801 E WYANDOTTE AVE","","MCALESTER","OK","74501","Pittsburg","(918) 423-3911","6","Non-Profit","08/30/1993"
"371522","APEX HOSPICE","8241 SOUTH WALKER, SUITE 152","","OKLAHOMA CITY","OK","73139","Oklahoma","(405) 848-3779","6","For-Profit","12/16/1993"
"371529","NORTHEASTERN HEALTH SYSTEM SEQUOYAH","213 EAST REDWOOD","","SALLISAW","OK","74955","Sequoyah","(918) 774-1100","6","Government","06/08/1994"
"371532","CARTER HEALTHCARE HOSPICE OF CENTRAL OKLAHOMA, LLC","3104 SOUTH LAKESIDE DRIVE","","OKLAHOMA CITY","OK","73119","Oklahoma","(405) 947-7439","6","For-Profit","11/07/1994"
"371538","GOOD SHEPHERD HOSPICE, INC","4350 WILL ROGERS PARKWAY, SUITE 400","","OKLAHOMA CITY","OK","73108","Oklahoma","(405) 943-0903","6","For-Profit","03/31/1995"
"371540","JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY","1204 E TAMARACK ROAD","","ALTUS","OK","73521","Jackson","(580) 481-2320","6","Government","04/13/1995"
"371545","HEALTH  WATCH HOSPICE OF GUYMON,LLC","1106-1110 NORTH ELLISON STREET","","GUYMON","OK","73942","Texas","(580) 338-2274","6","For-Profit","01/30/1996"
"371546","HOMETOWN HOSPICE","2307 SOUTH YORK","","MUSKOGEE","OK","74403","Muskogee","(918) 681-4440","6","For-Profit","04/18/1996"
"371547","CROSS TIMBERS HOSPICE INC","207 C STREET NORTHWEST","","ARDMORE","OK","73401","Carter","(580) 223-0655","6","Non-Profit","04/04/1996"
"371549","INTEGRIS HOSPICE HOUSE","13920 QUAILBROOK DRIVE","","OKLAHOMA CITY","OK","73134","Oklahoma","(405) 848-8884","6","For-Profit","09/24/1996"
"371553","CHISHOLM TRAIL HOSPICE","2000 W ELK AVENUE","","DUNCAN","OK","73533","Stephens","(580) 251-8764","6","For-Profit","01/22/1997"
"371554","HEART OF HOSPICE, LLC","2703  NORTH BROADWAY","","POTEAU","OK","74953","Le Flore","(918) 647-7008","6","For-Profit","03/24/1997"
"371557","HOSPICE QUALITY CARE, INC","921 SOUTH SOONER ROAD","","MIDWEST CITY","OK","73110","Oklahoma","(405) 619-9100","6","For-Profit","05/14/1998"
"371560","CIMA HOSPICE OF SALLISAW","103 NORTH WALNUT","","SALLISAW","OK","74955","Sequoyah","(918) 775-9500","6","For-Profit","06/11/1998"
"371561","SEASONS HOSPICE, INC","6532 E 71ST STREET #101","","TULSA","OK","74133","Tulsa","(918) 745-0222","6","For-Profit","06/18/1998"
"371562","ALLIANCE OKLAHOMA HOME HEALTH & HOSPICE WESTERN OK","514 AVANT AVENUE","","CLINTON","OK","73601","Custer","(580) 323-1625","6","For-Profit","08/07/1998"
"371563","VICTORY HOME HEALTH & HOSPICE","750 EAST MAIN","","TISHOMINGO","OK","73460","Johnston","(580) 371-2002","6","For-Profit","09/10/1998"
"371566","HERITAGE HOSPICE, LLC","114 S 4TH STREET","","HENRYETTA","OK","74437","Okmulgee","(918) 652-3919","6","For-Profit","01/06/1999"
"371570","FRONTIER HOSPICE","221 NORTH SERVICES ROAD, SUITE D","","MOORE","OK","73160","Cleveland","(405) 789-2913","6","For-Profit","04/09/1999"
"371574","GOOD SHEPHERD HOSPICE, INC","1120 NEO LOOP","","GROVE","OK","74344","Delaware","(918) 678-3259","6","For-Profit","06/23/1999"
"371575","GOOD SHEPHERD HOSPICE","4343 SOUTH 118TH EAST AVE, SUITE 160","","TULSA","OK","74146","Tulsa","(918) 268-5001","6","For-Profit","06/24/1999"
"371580","CARTER HEALTHCARE HOSPICE OF NORTHEAST OKLAHOMA, L","2846 E 101ST STREET","","TULSA","OK","74137","Tulsa","(918) 425-4000","6","Non-Profit","11/09/1999"
"371581","HOSPICE BY LOVING CARE","100 WOODBRIAR DRIVE","","NOBLE","OK","73068","Cleveland","(405) 872-7393","6","For-Profit","11/02/1999"
"371583","FAITH HOSPICE OF WESTERN OKLAHOMA","222 WEST 3RD STREET","","ELK CITY","OK","73644","Beckham","(580) 243-5000","6","For-Profit","01/05/2000"
"371586","INTEGRIS HOSPICE MIAMI","115 SOUTH MAIN","","MIAMI","OK","74355","Ottawa","(918) 542-1226","6","Non-Profit","04/13/2000"
"371587","FAITH HOSPICE OF SW OKLAHOMA","1836 NW 52ND STREET, SUITE B","","LAWTON","OK","73505","Comanche","(580) 353-2711","6","For-Profit","06/20/2000"
"371588","HOSPICE OF THE CHEROKEE","1630 N CEDAR AVENUE","","TAHLEQUAH","OK","74464","Cherokee","(918) 458-5080","6","Other","07/13/2000"
"371591","ANGELIC FAMILY HOSPICE LLC","421 NORTH BEARD STREET","","SHAWNEE","OK","74801","Pottawatomie","(405) 275-8300","6","Other","09/01/2000"
"371595","GRACE HOSPICE OF OKLAHOMA, L L C","6218 SOUTH LEWIS AVE, SUITE 1000","","TULSA","OK","74136","Tulsa","(918) 744-7223","6","For-Profit","04/04/2001"
"371597","ELARA CARING XXIII","124 EAST MAIN, SUITE 11","","ADA","OK","74820","Pontotoc","(855) 527-7473","6","For-Profit","05/25/2001"
"371600","FAITH HOSPICE OF EASTERN OKLAHOMA","921 NW 164TH STREET, SUITE B","","EDMOND","OK","73013","Oklahoma","(405) 303-2012","6","For-Profit","02/05/2002"
"371601","CROSSROADS HOSPICE OF OKLAHOMA CITY, LLC","1301 SE 59TH STREET, SUITE 100","","OKLAHOMA CITY","OK","73129","Oklahoma","(405) 632-9631","6","For-Profit","02/07/2002"
"371603","COMPASSUS - VINITA","35904 SOUTH HIGHWAY 82","","VINITA","OK","74301","Craig","(918) 891-2278","6","For-Profit","06/21/2002"
"371606","CORNERSTONE HOSPICE OF TULSA","501 EAST 5TH STREET, SUITE A","","BARTLESVILLE","OK","74003","Washington","(918) 213-4973","6","For-Profit","08/07/2002"
"371608","RIVERCROSS HOSPICE","5600 N MAY AVENUE, SUITE 100","","OKLAHOMA CITY","OK","73112","Oklahoma","(405) 607-3900","6","For-Profit","10/23/2002"
"371610","EXCELL HOSPICE","1200 SW 104TH STREET, SUITE D","","OKLAHOMA CITY","OK","73139","Cleveland","(405) 631-0521","6","For-Profit","12/11/2002"
"371611","LIFELINE HOSPICE, INC.","1701 WEST IOWA","","CHICKASHA","OK","73018","Grady","(405) 222-2051","6","For-Profit","12/18/2002"
"371613","COMPANION HOSPICE, L L C","1314 EAST OKLAHOMA AVE","","GUTHRIE","OK","73044","Logan","(405) 293-9000","6","For-Profit","05/22/2003"
"371615","ENCOMPASS HEALTH HOSPICE","1913 WEST TACOMA, SUITE E-F","","BROKEN ARROW","OK","74012","Tulsa","(918) 893-1809","6","For-Profit","05/15/2003"
"371616","CARTER HEALTHCARE HOSPICE OF EAST OKLAHOMA, LLC","200 E HARRIS CIRCLE, SUITE A","","TAHLEQUAH","OK","74464","Cherokee","(918) 458-0663","6","For-Profit","07/15/2003"
"371617","ELARA CARING VI","721 S GEORGE NIGH EXPRESSWAY, SUITE 3B","","MCALESTER","OK","74501","Pittsburg","(855) 527-7473","6","For-Profit","08/11/2003"
"371619","ELARA CARING XXIV","328 S 29TH STREET, SUITE 120","","CHICKASHA","OK","73018","Grady","(855) 527-7473","6","For-Profit","10/08/2003"
"371622","ALPHA HOSPICE, INC","7512 NORTH BROADWAY EXTENSION, SUITE 312","","OKLAHOMA CITY","OK","73116","Oklahoma","(405) 463-5695","6","For-Profit","01/30/2004"
"371623","HEAVEN AND EARTH HOSPICE, LLC","410 EAST ILLINOIS","","VINITA","OK","74301","Craig","(918) 323-0100","6","For-Profit","02/03/2004"
"371625","HEARTLAND HOSPICE SERVICES","318 E CHOCTAW AVENUE","","MCALESTER","OK","74501","Pittsburg","(918) 302-0700","6","For-Profit","03/03/2004"
"371626","ELARA CARING VIII","1020 N BOOMER ROAD, SUITE 1","","STILLWATER","OK","74075","Payne","(580) 213-3333","6","For-Profit","02/24/2004"
"371628","ALTERNATIVE HOME HEALTH CARE","20775 292ND STREET","","POTEAU","OK","74953","Le Flore","(918) 647-0653","6","For-Profit","03/10/2004"
"371629","KINDFUL HOSPICE","117 S BROADWAY","","ADA","OK","74820","Pontotoc","(580) 332-6900","6","For-Profit","03/16/2004"
"371630","FAITH HOSPICE OF OKLAHOMA , INC","205 WEST CHICKASHA AVENUE, SUITE 104","","CHICKASHA","OK","73018","Grady","(405) 840-8915","6","For-Profit","03/17/2004"
"371634","THE MEYER C AND IDA MILLER HOSPICE","6950 SOUTH UTICA AVENUE","","TULSA","OK","74136","Tulsa","(918) 742-6415","6","For-Profit","05/18/2004"
"371635","INTERIM HEALTHCARE HOSPICE","3613 NW 56TH STREET, SUITE 385","","OKLAHOMA CITY","OK","73112","Oklahoma","(405) 848-3555","6","For-Profit","05/19/2004"
"371638","ELARA CARING XIV","4815 S HARVARD, SUITE 400","","TULSA","OK","74135","Tulsa","(918) 683-9400","6","For-Profit","06/03/2004"
"371640","VICTORY HOME HEALTH AND HOSPICE","104 THOMA, SUITE 1","","ELGIN","OK","73538","Comanche","(580) 492-6166","6","For-Profit","08/11/2004"
"371641","HEARTLAND HOSPICE SERVICES","1300 SOUTH MERIDIAN  AVE, SUITE 105","","OKLAHOMA CITY","OK","73108","Oklahoma","(405) 579-8565","6","For-Profit","09/03/2004"
"371642","ENCOMPASS HEALTH HOSPICE","4005 NW EXPRESSWAY, SUITE 605","","OKLAHOMA CITY","OK","73116","Oklahoma","(405) 735-5122","6","Other","09/09/2004"
"371643","CARTER HEALTHCARE HOSPICE OF NORTH OKLAHOMA, LLC","1103 EAST 13TH STREET, SUITE C","","GROVE","OK","74344","Delaware","(918) 323-0259","6","For-Profit","09/08/2004"
"371644","EVERGREEN HOSPICE, L L C","9902 EAST 43RD STREET, SUITE A","","TULSA","OK","74146","Tulsa","(918) 250-5555","6","For-Profit","09/22/2004"
"371645","ROSEROCK HEALTHCARE, AN AMEDISYS COMPANY","2642 EAST 21ST STREET, SUITE 120","","TULSA","OK","74114","Tulsa","(918) 236-4866","6","For-Profit","09/24/2004"
"371646","CARTER HEALTHCARE HOSPICE OF NORTHWEST OKLAHOMA, L","2510 W CHESTNUT, SUITE D","","ENID","OK","73703","Garfield","(580) 947-7700","6","For-Profit","09/14/2004"
"371649","OKLAHOMA HOSPICE CARE","8241 SOUTH WALKER, SUITE 204","","OKLAHOMA CITY","OK","73139","Cleveland","(405) 418-2659","6","For-Profit","10/29/2004"
"371650","MAYS HOSPICE CARE, INC","801 SW C STREET","","ANTLERS","OK","74523","Pushmataha","(580) 298-1154","6","For-Profit","11/30/2004"
"371652","CURA-HPC, LLC","4510 EAST 31ST STREET","","TULSA","OK","74135","Tulsa","(918) 994-4807","6","For-Profit","12/08/2004"
"371653","VALIR HOSPICE CARE, L L C","800 NW 6TH STREET","","OKLAHOMA CITY","OK","73102","Oklahoma","(405) 609-3636","6","For-Profit","12/30/2004"
"371654","COMPLETE HOSPICE CARE OF OKLAHOMA CITY","1232 SW 89TH STREET, SUITE C","","OKLAHOMA CITY","OK","73139","Cleveland","(405) 879-3470","6","For-Profit","02/10/2005"
"371655","HALO HOSPICE","314 EAST MAIN","","ADA","OK","74820","Pontotoc","(580) 332-8009","6","For-Profit","02/16/2005"
"371656","ELARA CARING XXV","1610 WEST JACKSON STREET","","HUGO","OK","74743","Choctaw","(855) 527-7473","6","For-Profit","02/15/2005"
"371657","NEW CENTURY HOSPICE OF TULSA","4111 SOUTH DARLINGTON AVENUE, SUITE 650","","TULSA","OK","74135","Tulsa","(918) 346-4930","6","For-Profit","03/30/2005"
"371660","GOOD JOURNEY HOSPICE LLC","4020 N LINCOLN BLVD, SUITE 100","","OKLAHOMA CITY","OK","73105","Oklahoma","(405) 482-8965","6","For-Profit","06/21/2005"
"371663","RIVERCROSS HOSPICE","208 SE FIRST STREET","","PRYOR","OK","74361","Mayes","(918) 686-6899","6","For-Profit","08/02/2005"
"371666","TENDERCARE HOSPICE","2401 TEE CIRCLE, SUITE 106","","NORMAN","OK","73069","Cleveland","(405) 928-9900","6","Other","11/08/2005"
"371667","PROMISECARE HOSPICE, INC","6302 SW LEE BOULEVARD","","LAWTON","OK","73505","Comanche","(580) 591-3367","6","For-Profit","11/11/2005"
"371669","FAITH HOSPICE OF SOUTHERN OKLAHOMA, LLC","1125 40TH STREET, SUITE D","","WOODWARD","OK","73801","Woodward","(580) 254-2258","6","For-Profit","12/06/2005"
"371671","ELARA CARING VII","427 E CHEROKEE, SUITE 3","","ENID","OK","73701","Garfield","(580) 213-3333","6","For-Profit","02/15/2006"
"371672","SOONER HOSPICE, L L C","2028 E MEMORIAL ROAD","","EDMOND","OK","73013","Oklahoma","(405) 608-0555","6","For-Profit","08/16/2006"
"371673","PHYSICIAN'S CHOICE HOSPICE","14324 NORTH WESTERN","","EDMOND","OK","73013","Oklahoma","(405) 936-9433","6","For-Profit","10/19/2006"
"371676","TRANSITIONS LIFECARE HOSPICE","6310  E  102ND STREET","","TULSA","OK","74137","Tulsa","(918) 551-6879","6","Other","11/20/2006"
"371677","COMPASSUS - OWASSO","8551 NORTH 125TH EAST AVE, SUITE 250","","OWASSO","OK","74055","Tulsa","(918) 272-3060","6","For-Profit","12/12/2006"
"371678","COMPASSUS-MUSKOGEE","3204 W OKMULGEE STREET, SUITE 3204","","MUSKOGEE","OK","74401","Muskogee","(918) 683-1582","6","For-Profit","01/31/2007"
"371680","CENTENNIAL HOSPICE, L L C","14003 QUAIL SPRINGS PKWY, SUITE A","","OKLAHOMA CITY","OK","73134","Oklahoma","(405) 562-1211","6","For-Profit","03/15/2007"
"371681","LIFESPRING HOSPICE","2411 SPRINGER DRIVE SUITE 200","","NORMAN","OK","73069","Cleveland","(405) 329-2290","6","For-Profit","12/21/2007"
"371682","COMFORTING HANDS HOSPICE, L L C","1366 SE WASHINGTON BLVD,SUITE A","","BARTLESVILLE","OK","74006","Washington","(918) 331-0003","6","Government","01/18/2008"
"371683","RIVERCROSS HOSPICE","9920 EAST 42ND STREET, SUITE 201","","TULSA","OK","74146","Tulsa","(918) 622-9281","6","For-Profit","12/31/2007"
"371684","INTERIM HEALTHCARE HOSPICE OF TULSA","2828 EAST 51ST STREET, SUITE 214","","TULSA","OK","74105","Tulsa","(918) 749-9933","6","For-Profit","03/04/2008"
"371685","EPWORTH AT HOME, LLC","14901 N PENNSYVANIA AVE","","OKLAHOMA CITY","OK","73134","Oklahoma","(405) 767-9033","6","Non-Profit","10/23/2008"
"371689","A-VOW HOSPICE, INC","2400 NORTH HEMLOCK CIRCLE","","BROKEN ARROW","OK","74012","Tulsa","(918) 259-0049","6","For-Profit","06/03/2009"
"371690","ONHL HOSPICE SERVICES, L L C","124 EAST BROADWAY","","DRUMRIGHT","OK","74030","Creek","(918) 352-3080","6","For-Profit","10/13/2009"
"371692","COMPLETE HOSPICE CARE OF EASTERN OKLAHOMA","3979 SOUTH PARK DRIVE","","BROKEN BOW","OK","74728","McCurtain","(580) 548-6609","6","For-Profit","03/04/2010"
"371694","TRUEVINE HOSPICE","3411 WEST ROCK CREEK, SUITE 100","","NORMAN","OK","73072","Cleveland","(405) 701-2536","6","For-Profit","08/30/2010"
"371695","SHEPHERD HOME HEALTH & HOSPICE, LLC","525 S 30TH ST","","CLINTON","OK","73601","Custer","(580) 323-1580","6","For-Profit","10/12/2010"
"371696","HEAVENS GATE HOSPICE, INC","27096 HWY 59 NORTH, SUITE E","","SHADY POINT","OK","74956","Le Flore","(918) 963-2480","6","For-Profit","06/13/2011"
"371697","EMERALD HOSPICE II","120 S YORKSHIRE BLVD","","WAGONER","OK","74467","Wagoner","(405) 285-8787","6","For-Profit","09/09/2011"
"371698","ELK CITY COMFORTING HANDS HOSPICE LLC","401 EAST 3RD STREET","","ELK CITY","OK","73644","Beckham","(580) 225-1738","6","Other","01/24/2012"
"371700","MAGNA HOME HEALTH CARE HOSPICE","4271 WEST ALBANY STREET","","BROKEN ARROW","OK","74012","Tulsa","(918) 459-5073","6","For-Profit","05/30/2013"
"371701","NEIGHBORHOOD HOSPICE, LLC","3 NW PEORIA","","MILLERTON","OK","74750","McCurtain","(580) 746-2595","6","Other","05/30/2013"
"371702","CENTRIC HOSPICE","1605 N WASHINGTON","","DURANT","OK","74701","Bryan","(580) 745-9030","6","For-Profit","05/06/2013"
"371703","PETERS AGENCY HOSPICE & PALLATIVE CARE","926 EAST CHEROKEE","","SALLISAW","OK","74955","Sequoyah","(918) 775-6555","6","For-Profit","05/03/2013"
"371705","KINDFUL HOSPICE","623 NORTH PORTER, SUITE 200","","NORMAN","OK","73071","Cleveland","(405) 360-2400","6","For-Profit","02/07/2014"
"371706","SANS BOIS HOSPICE, LLC","901 EAST MAIN STREET, SUITE A","","STIGLER","OK","74462","Adair","(918) 967-1002","6","For-Profit","02/21/2014"
"371707","EMERALD HOSPICE I","925 NW 164TH STREET, SUITE B","","EDMOND","OK","73013","Oklahoma","(405) 285-8787","6","Other","08/08/2014"
"371708","TRUEVINE HEALTHCARE, LLC","3411 WEST ROCK CREEK ROAD, SUITE 100","","NORMAN","OK","73072","Cleveland","(405) 701-2536","6","Other","05/30/2014"
"371709","MILLENNIUM HOSPICE, INC","12129 EAST SKELLY DR","","TULSA","OK","74128","Tulsa","(918) 493-6555","6","For-Profit","06/06/2014"
"371710","FAMILY CHOICE HOSPICE, LLC","5705 E 71ST STREET, SUITE 150 B","","TULSA","OK","74112","Tulsa","(918) 933-5093","6","For-Profit","09/11/2014"
"371711","HUMANITY HOSPICE, LLC","1109 NORTH BRYANT AVE, SUITE 100","","EDMOND","OK","73034","Oklahoma","(405) 418-2530","6","Other","09/16/2014"
"371712","GUARDIAN HOSPICE OF OKLAHOMA","1055 NORTH SERVICE ROAD","","CALERA","OK","74730","Bryan","(580) 434-6336","6","For-Profit","04/25/2015"
"371713","COMANCHE CO MEM HOSPITAL HOSPICE AND SUPPORTIVE CA","3126 NW ARLINGTON","","LAWTON","OK","73505","Comanche","(580) 585-5575","6","Government","07/16/2015"
"371714","KINDFUL HOSPICE","12899 E 76TH STREET N, SUITE 116","","OWASSO","OK","74055","Tulsa","(918) 512-8388","6","For-Profit","03/18/2016"
"371715","PHYSICIAN'S CHOICE HOSPICE","2221 EAST SKELLY DRIVE","","TULSA","OK","74105","Tulsa","(888) 819-2119","6","For-Profit","05/20/2016"
"371716","HEALING HEARTS HOSPICE","2222 WEST PARK DRIVE, SUITE A","","NORMAN","OK","73071","Cleveland","(405) 915-7245","6","For-Profit","04/20/2017"
"371717","SOUTHEAST HOSPICE","901 E VANBUREN","","MCALESTER","OK","74501","Pittsburg","(918) 302-3053","6","Government","02/23/2018"
"371718","MERCY HOSPICE CAMERON","25520 OLD HIGHWAY 112","","CAMERON","OK","74932","Le Flore","(479) 484-5511","6","For-Profit","01/11/2018"
"371719","ALLIED HOSPICE, LLC","500 N POPLAR AVE","","BROKEN ARROW","OK","74012","Tulsa","(918) 742-4269","6","For-Profit","08/15/2018"
"371720","VIALIFE HOSPICE, LLC","108 N ADAIR STREET, SUITE C","","PRYOR","OK","74361","Mayes","(918) 824-9600","6","Other","05/22/2019"
"381500","PROVIDENCE HOSPICE","6410 NE HALSEY STREET, SUITE 300","","PORTLAND","OR","97213","Multnomah","(503) 215-2273","10","Non-Profit","04/01/1984"
"381501","CASCADE HEALTH SOLUTIONS","2650 SUZANNE WAY SUITE 200","","EUGENE","OR","97408","Lane","(541) 228-3050","10","Non-Profit","05/03/1984"
"381502","KAISER PERMANENTE CONTINUING CARE SERVICES HOSPICE","2701 NW VAUGHN, SUITE 140","","PORTLAND","OR","97210","Multnomah","(503) 499-5200","10","For-Profit","10/22/1984"
"381503","MT HOOD HOSPICE, INC","39065 PIONEER BLVD., SUITE 103","","SANDY","OR","97055","Clackamas","(503) 668-5545","10","Non-Profit","02/06/1987"
"381505","LEGACY HOSPICE SERVICES","815 NE DAVIS STREET","","PORTLAND","OR","97232","Multnomah","(503) 220-1000","10","Non-Profit","04/08/1988"
"381506","PROVIDENCE MEDFORD HOSPICE","2033 COMMERCE DRIVE","","MEDFORD","OR","97501","Jackson","(541) 732-6500","10","Non-Profit","06/27/1988"
"381507","ADVENTIST HEALTH HOSPICE","5835 NE 122ND AVENUE, SUITE 135","","PORTLAND","OR","97230","Multnomah","(503) 251-6192","10","Non-Profit","05/22/1989"
"381509","ST CHARLES HOSPICE","2275 NE DOCTORS DRIVE SUITE 3","","BEND","OR","97701","Deschutes","(541) 706-6700","10","Non-Profit","01/19/1990"
"381510","CARE PARTNERS","1600 NE COMPTON DRIVE, SUITE 210","","HILLSBORO","OR","97006","Washington","(503) 648-9565","10","Non-Profit","02/28/1990"
"381512","HOSPICE OF REDMOND","732 SW 23RD STREET","","REDMOND","OR","97756","Deschutes","(541) 548-7483","10","Non-Profit","06/20/1990"
"381515","PARTNERS IN CARE","2075 NE WYATT COURT","","BEND","OR","97701","Deschutes","(541) 382-5882","10","Non-Profit","11/21/1990"
"381516","WILLAMETTE VALLEY HOSPICE","1015 3RD STREET NW","","SALEM","OR","97304","Polk","(503) 588-3600","10","Non-Profit","11/08/1990"
"381517","SAMARITAN EVERGREEN HOSPICE","4600 EVERGREEN PLACE, SE","","ALBANY","OR","97322","Linn","(541) 812-4662","10","Non-Profit","02/06/1991"
"381518","AMEDISYS HOSPICE CARE","1820 NW MULHOLLAND DRIVE","","ROSEBURG","OR","97470","Douglas","(541) 440-2583","10","For-Profit","02/28/1991"
"381519","LUMINA HOSPICE AND PALLIATIVE CARE","720 SW 4TH STREET","","CORVALLIS","OR","97333","Benton","(541) 757-9616","10","Non-Profit","03/13/1991"
"381520","LOWER COLUMBIA HOSPICE","2158 EXCHANGE STREET, SUITE 206","","ASTORIA","OR","97103","Clatsop","(503) 338-6230","10","Non-Profit","05/29/1991"
"381521","MERCY MEDICAL CENTER HOSPICE","2675 NW EDENBOWER BLVD","","ROSEBURG","OR","97471","Douglas","(541) 677-2384","10","Non-Profit","10/23/1991"
"381524","PACIFIC HOME HEALTH & HOSPICE","455 SOUTH 4TH STREET,SUITE 3","","COOS BAY","OR","97420","Coos","(541) 266-7005","10","For-Profit","06/05/1992"
"381525","HARNEY COUNTY HOSPICE","415 NORTH FAIRVIEW AVE","","BURNS","OR","97720","Harney","(541) 573-8360","10","Government","12/16/1992"
"381527","ASANTE HOSPICE","2960 DOCTORS PARK DRIVE","","MEDFORD","OR","97504","Jackson","(541) 789-5005","10","Non-Profit","05/20/1993"
"381529","SACRED HEART HOSPICE","677 E 12TH AVE, SUITE N110","","EUGENE","OR","97401","Lane","(458) 205-7400","10","Non-Profit","01/12/1994"
"381530","SOUTH COAST HOSPICE & PALLIATIVE CARE SERVICES, IN","1620 THOMPSON ROAD","","COOS BAY","OR","97420","Coos","(541) 269-2986","10","Non-Profit","06/24/1994"
"381533","KLAMATH HOSPICE, INC","4745 S 6TH STREET","","KLAMATH FALLS","OR","97603","Klamath","(541) 882-2902","10","Non-Profit","07/06/1995"
"381534","COASTAL HOME HEALTH & HOSPICE","306 WHARF STREET","","BROOKINGS","OR","97415","Curry","(541) 469-0405","10","Non-Profit","09/06/1995"
"381539","HEART  'N HOME HOSPICE & PALLIATIVE CARE, LLC","51681 HUNTINGTON ROAD","","LA PINE","OR","97739","Deschutes","(541) 536-7399","10","For-Profit","07/02/1997"
"381541","GRANDE RONDE HOSPITAL HOSPICE","909 ADAMS AVENUE","","LA GRANDE","OR","97850","Union","(541) 963-1453","10","Non-Profit","02/13/1998"
"381543","VANGE JOHN MEMORIAL HOSPICE","645 W ORCHARD AVE SUITE 500","","HERMISTON","OR","97838","Umatilla","(541) 667-3543","10","Non-Profit","11/13/1998"
