Year,National,State,State FIPS Code,Beneficiaries with Part A and Part B,FFS Beneficiaries,MA Beneficiaries,MA Participation Rate,Average Age,Percent Female,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Other/Unknown,Percent Eligible for Medicaid,Total Standardized Costs,Standardized Per Capita Costs,IP Standardized Costs as % of Total Standardized Costs,IP Per Capita Standardized Costs,IP Per User Standardized Costs,% of Beneficiaries Using IP,IP Covered Stays Per 1000 Beneficiaries,IP Covered Days Per 1000 Beneficiaries,Number of Acute Hospital Readmissions,Hospital Readmission Rate,Emergency Department Visits,Emergency Department Visits per 1000 Beneficiaries,% of Beneficiaries with an ED Visit,OP Standardized Costs as % of Total Standardized Costs,OP Per Capita Standardized Costs,OP Per User Standardized Costs,# OP Users,% of Beneficiaries Using OP,OP Visits Per 1000 Beneficiaries,ASC Standardized Costs as % of Total Standardized Costs,ASC Per Capita Standardized Costs,ASC Per User Standardized Costs,# ASC Users,% of Beneficiaries Using ASC,ASC Events Per 1000 Beneficiaries,PAC: SNF Standardized Costs,PAC: SNF Standardized Costs as % of Total Standardized Costs,PAC: SNF Per Capita Standardized Costs,PAC: SNF Per User Standardized Costs,# PAC: SNF Users (with a covered stay),% of Beneficiaries Using PAC: SNF,PAC: SNF Covered Stays Per 1000 Beneficiaries,PAC: SNF Covered Days Per 1000 Beneficiaries,PAC: IRF Standardized Costs,PAC: IRF Standardized Costs as % of Total Standardized Costs,PAC: IRF Per Capita Standardized Costs,PAC: IRF Per User Standardized Costs,# PAC: IRF Users (with a covered stay),% of Beneficiaries Using PAC: IRF,PAC: IRF Covered Stays Per 1000 Beneficiaries,PAC: LTCH Standardized Costs,PAC: LTCH Standardized Costs as % of Total Standardized Costs,PAC: LTCH Per Capita Standardized Costs,PAC: LTCH Per User Standardized Costs,# PAC: LTCH Users (with a covered stay),% of Beneficiaries Using PAC: LTCH,PAC: HH Standardized Costs,PAC: HH Standardized Costs as % of Total Standardized Costs,PAC: HH Per Capita Standardized Costs,PAC: HH Per User Standardized Costs,# PAC: HH Users,% of Beneficiaries Using PAC: HH,PAC: HH Episodes Per 1000 Beneficiaries,Hospice Standardized Costs,Hospice Standardized Costs as % of Total Standardized Costs,Hospice Per Capita Standardized Costs,Hospice Per User Standardized Costs,# Hospice Users (with a covered stay),% of Beneficiaries Using Hospice,Hospice Covered Stays Per 1000 Beneficiaries,Hospice Covered Days Per 1000 Beneficiaries,E&M Standardized Costs,E&M Standardized Costs as % of Total Standardized Costs,E&M Per Capita Standardized Costs,E&M Per User Standardized Costs,# E&M Users,% of Beneficiaries Using E&M,E&M Events Per 1000 Beneficiaries,Procedures Standardized Costs,Procedures Standardized Costs as % of Total Standardized Costs,Procedures Per Capita Standardized Costs,Procedures Per User Standardized Costs,# Procedure Users,% of Beneficiaries Using Procedures,Procedure Events Per 1000 Beneficiaries,Tests Standardized Costs,Tests Standardized Costs as % of Total Standardized Costs,Tests Per Capita Standardized Costs,Tests Per User Standardized Costs,# Test Users,% of Beneficiaries Using Tests,Test Events Per 1000 Beneficiaries,Imaging Standardized Costs,Imaging Standardized Costs as % of Total Standardized Costs,Imaging Per Capita Standardized Costs,Imaging Per User Standardized Costs,# Imaging Users,% of Beneficiaries Using Imaging,Imaging Events Per 1000 Beneficiaries,DME Standardized Costs,DME Standardized Costs as % of Total Standardized Costs,DME Per Capita Standardized Costs,DME Per User Standardized Costs,# DME Users,% of Beneficiaries Using DME,DME Events Per 1000 Beneficiaries,Outpatient Dialysis Facility Standardized Costs,Outpatient Dialysis Facility Standardized Costs as % of Total Standardized Costs,Outpatient Dialysis Facility Per Capita Standardized Costs,Outpatient Dialysis Facility Per User Standardized Costs,# Outpatient Dialysis Facility Users,% of Beneficiaries Using Outpatient Dialysis Facility,Outpatient Dialysis Facility Events Per 1000 Beneficiaries,FQHC/RHC Standardized Costs,FQHC/RHC Standardized Costs as % of Total Standardized Costs,FQHC/RHC Per Capita Standardized Costs,FQHC/RHC Per User Standardized Costs,# FQHC/RHC Users,% of Beneficiaries Using FQHC/RHC,FQHC/RHC Visits Per 1000 Beneficiaries,Ambulance Standardized Costs,Ambulance Standardized Costs as % of Total Standardized Costs,Ambulance Per Capita Standardized Costs,Ambulance Per User Standardized Costs,# Ambulance Users,% of Beneficiaries Using Ambulance,Ambulance Events Per 1000 Beneficiaries,Part B Drugs Standardized Costs,Part B Drugs Standardized Costs as % of Total Standardized Costs,Part B Drugs Per Capita Standardized Costs,Part B Drugs Per User Standardized Costs,# Part B Drugs Users,% of Beneficiaries Using Part B Drugs,Other Services Standardized Costs
2017,,UT (Utah),49,299153.00,180373.00,118780.00,39.71 %,75.00,54.63 %,45.37 %,91.86 %,0.43 %,3.83 %,3.89 %,5.17 %,1561309021.80,8656.00,24.12 %,2087.55,14512.38,14.38 %,197.00,762.00,4071.00,11.78 %,88904.00,493.00,27.65 %,17.51 %,1515.75,2189.59,124863.00,69.23 %,4193.00,1.63 %,141.46,1354.79,18833.00,10.44 %,167.00,137174070.60,8.79 %,760.50,15788.91,8688.00,4.82 %,61.00,1460.00,33548598.33,2.15 %,186.00,23184.93,1447.00,0.80 %,9.00,12311690.14,0.79 %,68.26,43504.21,283.00,0.16 %,104583088.31,6.70 %,579.82,5442.22,19217.00,10.65 %,181.00,109003059.08,6.98 %,604.32,14716.22,7407.00,4.11 %,43.00,3752.00,128686342.14,8.24 %,713.45,782.27,164503.00,91.20 %,10068.00,124683014.42,7.99 %,691.25,1000.92,124568.00,69.06 %,5380.00,34613291.99,2.22 %,191.90,246.28,140543.00,77.92 %,6678.00,23831760.72,1.53 %,132.12,199.16,119663.00,66.34 %,2982.00,34740456.08,2.23 %,192.60,671.90,51705.00,28.67 %,1959.00,17540032.74,1.12 %,97.24,22808.89,769.00,0.43 %,574.00,3858458.05,0.25 %,21.39,463.53,8324.00,4.61 %,189.00,10211464.41,0.65 %,56.61,771.70,13233.00,7.34 %,139.00,96757083.26,6.20 %,536.43,922.89,104841.00,58.12 %,14313104.49
2016,,UT (Utah),49,287140.00,176252.00,110888.00,38.62 %,75.00,54.74 %,45.26 %,92.16 %,0.42 %,3.78 %,3.65 %,5.26 %,1486788283.18,8435.58,24.21 %,2042.02,14155.73,14.43 %,197.00,798.00,3976.00,11.81 %,86505.00,491.00,27.86 %,16.60 %,1400.22,2023.84,121941.00,69.19 %,4122.00,1.54 %,130.05,1232.57,18597.00,10.55 %,165.00,135742653.91,9.13 %,770.16,15279.45,8884.00,5.04 %,63.00,1531.00,30261830.71,2.04 %,171.70,22651.07,1336.00,0.76 %,8.00,14268414.30,0.96 %,80.95,38355.95,372.00,0.21 %,103411435.54,6.96 %,586.72,5535.35,18682.00,10.60 %,182.00,100484999.83,6.76 %,570.12,14020.51,7167.00,4.07 %,43.00,3577.00,123741759.28,8.32 %,702.07,770.56,160587.00,91.11 %,9904.00,120262679.00,8.09 %,682.33,994.37,120943.00,68.62 %,5206.00,33009958.70,2.22 %,187.29,240.03,137521.00,78.03 %,6823.00,23367675.42,1.57 %,132.58,200.45,116573.00,66.14 %,3142.00,40724204.09,2.74 %,231.06,789.92,51555.00,29.25 %,2023.00,16724660.13,1.12 %,94.89,23164.35,722.00,0.41 %,563.00,3564767.76,0.24 %,20.23,462.54,7707.00,4.37 %,184.00,9765641.67,0.66 %,55.41,749.72,13026.00,7.39 %,138.00,88093632.48,5.93 %,499.82,876.27,100533.00,57.04 %,13741265.90
2015,,UT (Utah),49,275499.00,171423.00,104076.00,37.78 %,75.00,54.86 %,45.14 %,92.41 %,0.41 %,3.72 %,3.47 %,5.35 %,1448284853.25,8448.60,24.21 %,2045.32,14145.66,14.46 %,198.00,821.00,3870.00,11.77 %,82910.00,484.00,27.49 %,16.33 %,1379.63,1990.90,118790.00,69.30 %,4092.00,1.30 %,109.83,1032.41,18236.00,10.64 %,163.00,140684862.17,9.71 %,820.69,15250.39,9225.00,5.38 %,67.00,1681.00,30943102.81,2.14 %,180.51,22769.02,1359.00,0.79 %,9.00,14944384.64,1.03 %,87.18,43067.39,347.00,0.20 %,102969264.02,7.11 %,600.67,5676.05,18141.00,10.58 %,186.00,93606258.96,6.46 %,546.05,13273.72,7052.00,4.11 %,43.00,3445.00,120949071.53,8.35 %,705.56,775.34,155994.00,91.00 %,9777.00,114090075.57,7.88 %,665.55,983.73,115976.00,67.66 %,4949.00,31093913.06,2.15 %,181.39,233.10,133391.00,77.81 %,6894.00,22750935.44,1.57 %,132.72,200.45,113498.00,66.21 %,3249.00,48668058.42,3.36 %,283.91,967.69,50293.00,29.34 %,2069.00,16046158.09,1.11 %,93.61,22955.88,699.00,0.41 %,546.00,3086221.75,0.21 %,18.00,423.06,7295.00,4.26 %,181.00,10349220.15,0.71 %,60.37,811.32,12756.00,7.44 %,141.00,78695777.97,5.43 %,459.07,805.07,97750.00,57.02 %,13465639.19
2018,,VT (Vermont),50,114212.00,99672.00,14540.00,12.73 %,75.00,55.16 %,44.84 %,94.53 %,0.30 %,0.58 %,4.59 %,15.55 %,760916995.59,7634.21,26.99 %,2060.51,14122.89,14.59 %,214.00,1017.00,3027.00,15.25 %,58222.00,584.00,29.83 %,26.83 %,2048.11,2401.38,85009.00,85.29 %,8373.00,0.31 %,23.77,1210.50,1957.00,1.96 %,31.00,73978363.24,9.72 %,742.22,16216.21,4562.00,4.58 %,61.00,1475.00,8867119.49,1.17 %,88.96,21680.00,409.00,0.41 %,4.00,*,*,*,*,*,*,44936685.30,5.91 %,450.85,4576.97,9818.00,9.85 %,163.00,31559409.46,4.15 %,316.63,12390.82,2547.00,2.56 %,26.00,1895.00,56663744.53,7.45 %,568.50,655.90,86391.00,86.68 %,8668.00,40060756.30,5.26 %,401.93,712.90,56194.00,56.38 %,3528.00,9371435.30,1.23 %,94.02,143.97,65091.00,65.31 %,3149.00,9380880.15,1.23 %,94.12,147.59,63560.00,63.77 %,2647.00,10584299.55,1.39 %,106.19,491.47,21536.00,21.61 %,1268.00,4598464.86,0.60 %,46.14,17823.51,258.00,0.26 %,335.00,22278249.06,2.93 %,223.52,659.14,33799.00,33.91 %,1545.00,11033047.46,1.45 %,110.69,900.21,12256.00,12.30 %,306.00,14250493.78,1.87 %,142.97,350.32,40678.00,40.81 %,11055938.50
2017,,VT (Vermont),50,110374.00,97952.00,12422.00,11.25 %,75.00,55.34 %,44.66 %,94.90 %,0.28 %,0.57 %,4.25 %,16.01 %,744229778.09,7597.90,26.32 %,1999.63,13524.94,14.78 %,216.00,1002.00,3004.00,15.36 %,56305.00,575.00,29.83 %,27.51 %,2090.44,2449.84,83582.00,85.33 %,8314.00,0.32 %,24.68,1186.22,2038.00,2.08 %,33.00,74583985.51,10.02 %,761.43,15895.99,4692.00,4.79 %,64.00,1518.00,8107189.99,1.09 %,82.77,21057.64,385.00,0.39 %,4.00,*,*,*,*,*,*,43669379.61,5.87 %,445.82,4542.74,9613.00,9.81 %,164.00,28785069.54,3.87 %,293.87,11588.19,2484.00,2.54 %,26.00,1752.00,55348334.36,7.44 %,565.06,649.57,85208.00,86.99 %,8713.00,39068066.39,5.25 %,398.85,708.55,55138.00,56.29 %,3486.00,8418513.10,1.13 %,85.95,131.89,63829.00,65.16 %,3201.00,9054074.73,1.22 %,92.43,144.19,62793.00,64.11 %,2575.00,10210935.94,1.37 %,104.24,483.47,21120.00,21.56 %,1273.00,5981946.85,0.80 %,61.07,22155.36,270.00,0.28 %,334.00,20963037.81,2.82 %,214.01,638.65,32824.00,33.51 %,1497.00,10819336.15,1.45 %,110.46,898.50,12042.00,12.29 %,311.00,14425593.42,1.94 %,147.27,374.36,38534.00,39.34 %,10976789.26
2016,,VT (Vermont),50,106807.00,96709.00,10098.00,9.45 %,75.00,55.50 %,44.50 %,95.29 %,0.27 %,0.56 %,3.88 %,16.35 %,726112335.94,7508.22,26.75 %,2008.80,13732.16,14.63 %,214.00,1028.00,2982.00,15.56 %,54653.00,565.00,29.48 %,26.47 %,1987.55,2344.98,81968.00,84.76 %,8126.00,0.32 %,24.03,1135.75,2046.00,2.12 %,33.00,73268681.34,10.09 %,757.62,15615.66,4692.00,4.85 %,63.00,1543.00,7692724.08,1.06 %,79.55,20513.93,375.00,0.39 %,4.00,*,*,*,*,*,*,41208380.85,5.68 %,426.11,4349.63,9474.00,9.80 %,163.00,24876440.54,3.43 %,257.23,11185.45,2224.00,2.30 %,24.00,1518.00,59729820.12,8.23 %,617.62,665.22,89789.00,92.85 %,15869.00,38834814.05,5.35 %,401.56,718.70,54035.00,55.87 %,3394.00,7881612.69,1.09 %,81.50,126.72,62198.00,64.31 %,3203.00,8701959.01,1.20 %,89.98,142.65,61004.00,63.08 %,2696.00,12081614.92,1.66 %,124.93,564.67,21396.00,22.12 %,1323.00,6355317.68,0.88 %,65.72,22143.96,287.00,0.30 %,357.00,19004838.84,2.62 %,196.52,617.72,30766.00,31.81 %,1385.00,10497237.51,1.45 %,108.54,1338.58,7842.00,8.11 %,310.00,13931875.42,1.92 %,144.06,375.70,37082.00,38.34 %,12613993.68
2015,,VT (Vermont),50,103410.00,93947.00,9463.00,9.15 %,75.00,55.75 %,44.25 %,95.77 %,0.26 %,0.55 %,3.41 %,16.78 %,693838669.27,7385.43,26.64 %,1967.73,13460.20,14.62 %,215.00,1048.00,2947.00,15.71 %,53930.00,574.00,29.68 %,24.74 %,1827.28,2168.44,79166.00,84.27 %,7820.00,0.31 %,22.83,1106.88,1938.00,2.06 %,32.00,77706148.70,11.20 %,827.13,15903.84,4886.00,5.20 %,68.00,1692.00,9207476.96,1.33 %,98.01,21613.80,426.00,0.45 %,5.00,*,*,*,*,*,*,40129258.65,5.78 %,427.15,4390.03,9141.00,9.73 %,162.00,20353379.34,2.93 %,216.65,10031.24,2029.00,2.16 %,22.00,1308.00,60135320.84,8.67 %,640.10,691.08,87017.00,92.62 %,15806.00,36685139.38,5.29 %,390.49,725.95,50534.00,53.79 %,3161.00,7375193.95,1.06 %,78.50,122.35,60279.00,64.16 %,3250.00,8300865.17,1.20 %,88.36,139.46,59520.00,63.35 %,2742.00,14172690.41,2.04 %,150.86,664.95,21314.00,22.69 %,1368.00,6418274.95,0.93 %,68.32,23510.16,273.00,0.29 %,364.00,16351855.40,2.36 %,174.05,595.46,27461.00,29.23 %,1312.00,11380825.86,1.64 %,121.14,1409.32,8075.00,8.60 %,334.00,13416533.18,1.93 %,142.81,364.23,36835.00,39.21 %,12354231.97
2018,,VA (Virginia),51,1170025.00,915726.00,254299.00,21.73 %,75.00,56.52 %,43.48 %,79.19 %,13.33 %,1.93 %,5.55 %,8.46 %,8318860727.46,9084.44,27.12 %,2463.27,15427.87,15.97 %,242.00,1187.00,34067.00,16.28 %,545901.00,596.00,30.28 %,16.82 %,1527.70,2273.83,615243.00,67.19 %,4186.00,0.96 %,86.96,1206.99,65978.00,7.20 %,115.00,627257205.57,7.54 %,684.98,15034.57,41721.00,4.56 %,61.00,1492.00,184972666.19,2.22 %,202.00,22648.79,8167.00,0.89 %,10.00,39069963.64,0.47 %,42.67,45910.65,851.00,0.09 %,440675098.02,5.30 %,481.23,5190.03,84908.00,9.27 %,154.00,319701901.88,3.84 %,349.12,12307.11,25977.00,2.84 %,30.00,2064.00,887872313.50,10.67 %,969.58,1045.22,849461.00,92.76 %,13468.00,594413047.26,7.15 %,649.12,962.72,617432.00,67.43 %,5303.00,247894465.15,2.98 %,270.71,317.50,780771.00,85.26 %,9975.00,173813036.28,2.09 %,189.81,267.01,650950.00,71.09 %,3704.00,151530483.78,1.82 %,165.48,626.59,241835.00,26.41 %,1514.00,143841111.27,1.73 %,157.08,24001.52,5993.00,0.65 %,838.00,26144599.01,0.31 %,28.55,568.71,45972.00,5.02 %,196.00,105634627.55,1.27 %,115.36,1015.97,103974.00,11.35 %,330.00,503764411.47,6.06 %,550.13,897.56,561257.00,61.29 %,138005546.30
2017,,VA (Virginia),51,1134342.00,899760.00,234582.00,20.68 %,75.00,56.63 %,43.37 %,79.71 %,13.12 %,1.82 %,5.34 %,8.19 %,7864776344.04,8740.97,27.96 %,2443.64,15200.47,16.08 %,244.00,1206.00,34053.00,16.45 %,535792.00,595.00,30.22 %,16.04 %,1402.28,2088.73,604059.00,67.14 %,4162.00,0.96 %,84.05,1182.57,63950.00,7.11 %,116.00,623968628.95,7.93 %,693.48,14929.98,41793.00,4.64 %,62.00,1529.00,173395550.80,2.20 %,192.71,22645.36,7657.00,0.85 %,9.00,38319952.61,0.49 %,42.59,43007.80,891.00,0.10 %,430032819.61,5.47 %,477.94,5130.74,83815.00,9.32 %,154.00,282899736.83,3.60 %,314.42,11469.68,24665.00,2.74 %,29.00,1868.00,855115250.60,10.87 %,950.38,1023.51,835470.00,92.85 %,13384.00,571055418.54,7.26 %,634.68,945.52,603956.00,67.12 %,5157.00,233292938.16,2.97 %,259.28,303.99,767426.00,85.29 %,10065.00,168421203.59,2.14 %,187.18,262.58,641402.00,71.29 %,3709.00,131025941.45,1.67 %,145.62,561.69,233272.00,25.93 %,1493.00,129748472.08,1.65 %,144.20,22024.86,5891.00,0.65 %,829.00,20762531.40,0.26 %,23.08,503.21,41260.00,4.59 %,178.00,108232006.24,1.38 %,120.29,1036.02,104469.00,11.61 %,353.00,435177122.69,5.53 %,483.66,796.69,546229.00,60.71 %,127303684.79
2016,,VA (Virginia),51,1098770.00,885090.00,213680.00,19.45 %,75.00,56.74 %,43.26 %,80.18 %,13.07 %,1.74 %,5.01 %,8.07 %,7533005275.87,8511.00,28.12 %,2393.36,14884.98,16.08 %,244.00,1210.00,33423.00,16.49 %,518088.00,585.00,30.02 %,15.47 %,1316.34,1974.67,590012.00,66.66 %,4072.00,0.90 %,76.50,1112.32,60873.00,6.88 %,110.00,628462738.38,8.34 %,710.06,14864.65,42279.00,4.78 %,64.00,1614.00,165595000.88,2.20 %,187.09,21503.05,7701.00,0.87 %,10.00,41640491.70,0.55 %,47.05,42446.98,981.00,0.11 %,415083075.41,5.51 %,468.97,5031.13,82503.00,9.32 %,154.00,259657542.97,3.45 %,293.37,11122.14,23346.00,2.64 %,28.00,1773.00,818347851.01,10.86 %,924.59,995.46,822081.00,92.88 %,13139.00,552837429.03,7.34 %,624.61,942.59,586511.00,66.27 %,4986.00,217049450.69,2.88 %,245.23,288.47,752402.00,85.01 %,9983.00,161485462.10,2.14 %,182.45,257.62,626833.00,70.82 %,3868.00,142985787.30,1.90 %,161.55,603.53,236916.00,26.77 %,1572.00,127429587.38,1.69 %,143.97,22415.05,5685.00,0.64 %,832.00,18120896.69,0.24 %,20.47,493.66,36707.00,4.15 %,167.00,106718778.72,1.42 %,120.57,1034.35,103175.00,11.66 %,360.00,403441526.63,5.36 %,455.82,762.65,528997.00,59.77 %,123019234.62
2015,,VA (Virginia),51,1063719.00,860889.00,202830.00,19.07 %,75.00,56.88 %,43.12 %,80.65 %,13.03 %,1.65 %,4.67 %,8.15 %,7245310115.98,8416.08,27.99 %,2355.27,14401.17,16.35 %,249.00,1243.00,33324.00,16.61 %,501609.00,583.00,30.11 %,15.10 %,1270.44,1905.79,573885.00,66.66 %,4058.00,0.86 %,72.63,1055.43,59243.00,6.88 %,107.00,636279624.91,8.78 %,739.10,14907.10,42683.00,4.96 %,66.00,1737.00,162856353.34,2.25 %,189.17,20677.55,7876.00,0.91 %,10.00,43315020.67,0.60 %,50.31,43099.52,1005.00,0.12 %,394023727.91,5.44 %,457.69,4893.43,80521.00,9.35 %,155.00,240792517.51,3.32 %,279.70,10600.13,22716.00,2.64 %,28.00,1725.00,796968727.55,11.00 %,925.75,997.30,799123.00,92.83 %,12964.00,518659869.36,7.16 %,602.47,936.72,553695.00,64.32 %,4650.00,205140522.35,2.83 %,238.29,280.88,730358.00,84.84 %,9977.00,156061779.15,2.15 %,181.28,255.21,611513.00,71.03 %,3939.00,166565024.84,2.30 %,193.48,717.57,232125.00,26.96 %,1590.00,127646021.91,1.76 %,148.27,22879.73,5579.00,0.65 %,824.00,16963508.81,0.23 %,19.70,469.25,36150.00,4.20 %,173.00,119392380.35,1.65 %,138.68,1147.87,104012.00,12.08 %,419.00,362162077.30,5.00 %,420.68,693.54,522193.00,60.66 %,114621277.21
2018,,WA (Washington),53,1071198.00,677284.00,393914.00,36.77 %,75.00,54.43 %,45.57 %,86.68 %,1.75 %,3.24 %,8.32 %,10.93 %,5447757869.04,8043.54,27.01 %,2172.52,15681.17,13.85 %,201.00,1000.00,18729.00,14.50 %,369588.00,546.00,28.25 %,21.42 %,1722.53,2560.47,455636.00,67.27 %,4739.00,1.72 %,138.24,1095.28,85482.00,12.62 %,203.00,453166043.07,8.32 %,669.09,16952.19,26732.00,3.95 %,51.00,1246.00,49318596.91,0.91 %,72.82,21480.23,2296.00,0.34 %,4.00,17634893.88,0.32 %,26.04,56341.51,313.00,0.05 %,212592640.94,3.90 %,313.89,5136.20,41391.00,6.11 %,97.00,193532171.20,3.55 %,285.75,10975.57,17633.00,2.60 %,27.00,1668.00,490867351.30,9.01 %,724.76,834.62,588132.00,86.84 %,10059.00,401285036.82,7.37 %,592.49,945.79,424284.00,62.64 %,5010.00,132903806.51,2.44 %,196.23,254.42,522381.00,77.13 %,7256.00,116640317.93,2.14 %,172.22,261.39,446234.00,65.89 %,3161.00,100880620.26,1.85 %,148.95,598.95,168429.00,24.87 %,1376.00,78572503.92,1.44 %,116.01,22860.78,3437.00,0.51 %,654.00,72849606.36,1.34 %,107.56,591.19,123225.00,18.19 %,776.00,68410799.89,1.26 %,101.01,942.80,72562.00,10.71 %,244.00,271084812.08,4.98 %,400.25,733.89,369379.00,54.54 %,56337436.86
2017,,WA (Washington),53,1032718.00,669036.00,363682.00,35.22 %,75.00,54.61 %,45.39 %,86.75 %,1.77 %,3.25 %,8.23 %,11.58 %,5207676941.01,7783.85,28.29 %,2202.09,15281.51,14.41 %,208.00,1017.00,19229.00,14.60 %,366840.00,548.00,28.44 %,19.75 %,1537.06,2253.63,456307.00,68.20 %,4811.00,1.72 %,133.69,1052.66,84972.00,12.70 %,204.00,469641078.59,9.02 %,701.97,16738.22,28058.00,4.19 %,54.00,1355.00,56644146.95,1.09 %,84.67,22023.39,2572.00,0.38 %,4.00,18159534.23,0.35 %,27.14,48685.08,373.00,0.06 %,206586587.00,3.97 %,308.78,4984.96,41442.00,6.19 %,98.00,184110316.70,3.54 %,275.19,10428.23,17655.00,2.64 %,27.00,1607.00,475264429.93,9.13 %,710.37,818.55,580614.00,86.78 %,9987.00,383327175.12,7.36 %,572.95,929.08,412586.00,61.67 %,4851.00,117773126.17,2.26 %,176.03,233.45,504487.00,75.41 %,6750.00,112002875.80,2.15 %,167.41,255.48,438406.00,65.53 %,3142.00,87217409.87,1.67 %,130.36,528.28,165098.00,24.68 %,1356.00,71362217.18,1.37 %,106.66,21592.20,3305.00,0.49 %,622.00,66724823.50,1.28 %,99.73,556.05,119998.00,17.94 %,771.00,67406055.44,1.29 %,100.75,913.44,73794.00,11.03 %,250.00,245983279.36,4.72 %,367.67,684.79,359210.00,53.69 %,54403640.13
2016,,WA (Washington),53,993362.00,650290.00,343072.00,34.54 %,75.00,54.68 %,45.32 %,86.98 %,1.78 %,3.15 %,8.09 %,11.81 %,4963151223.94,7632.21,28.29 %,2159.06,15016.06,14.38 %,207.00,1007.00,18169.00,14.40 %,353332.00,543.00,28.36 %,18.79 %,1434.42,2162.91,431264.00,66.32 %,4650.00,1.62 %,123.90,970.77,82995.00,12.76 %,204.00,467248618.61,9.41 %,718.52,16774.32,27855.00,4.28 %,55.00,1443.00,57105262.42,1.15 %,87.82,21581.73,2646.00,0.41 %,4.00,20383566.30,0.41 %,31.35,48881.45,417.00,0.06 %,195126706.14,3.93 %,300.06,4817.59,40503.00,6.23 %,97.00,172467562.22,3.47 %,265.22,10319.37,16713.00,2.57 %,27.00,1570.00,457363587.44,9.22 %,703.32,810.56,564254.00,86.77 %,9944.00,369489573.31,7.44 %,568.19,929.98,397309.00,61.10 %,4682.00,114105504.41,2.30 %,175.47,233.53,488616.00,75.14 %,6900.00,107364561.49,2.16 %,165.10,252.79,424711.00,65.31 %,3287.00,98095529.79,1.98 %,150.85,602.19,162897.00,25.05 %,1418.00,69168422.20,1.39 %,106.37,22148.07,3123.00,0.48 %,626.00,61934122.63,1.25 %,95.24,543.12,114035.00,17.54 %,778.00,66261934.99,1.34 %,101.90,913.77,72515.00,11.15 %,255.00,231873014.23,4.67 %,356.57,679.04,341472.00,52.51 %,57791260.52
2015,,WA (Washington),53,955465.00,626236.00,329229.00,34.46 %,75.00,54.81 %,45.19 %,87.21 %,1.81 %,3.00 %,7.98 %,12.04 %,4742318355.32,7572.73,28.72 %,2174.94,14710.63,14.78 %,214.00,1025.00,18388.00,14.68 %,337263.00,539.00,28.32 %,17.91 %,1356.37,2040.08,416359.00,66.49 %,4607.00,1.60 %,121.16,918.38,82619.00,13.19 %,209.00,464623380.81,9.80 %,741.93,16397.51,28335.00,4.52 %,58.00,1534.00,49342554.36,1.04 %,78.79,20164.51,2447.00,0.39 %,4.00,23458713.36,0.49 %,37.46,52246.58,449.00,0.07 %,177757623.78,3.75 %,283.85,4568.78,38907.00,6.21 %,96.00,157689802.16,3.33 %,251.81,9829.81,16042.00,2.56 %,27.00,1537.00,452130615.05,9.53 %,721.98,830.63,544320.00,86.92 %,9946.00,350831631.83,7.40 %,560.22,945.01,371246.00,59.28 %,4415.00,109709448.02,2.31 %,175.19,232.86,471149.00,75.24 %,7115.00,105158928.31,2.22 %,167.92,255.78,411123.00,65.65 %,3353.00,110570498.95,2.33 %,176.56,701.12,157706.00,25.18 %,1428.00,67617906.91,1.43 %,107.98,22614.68,2990.00,0.48 %,618.00,57310954.67,1.21 %,91.52,542.71,105601.00,16.86 %,751.00,64527860.49,1.36 %,103.04,913.49,70639.00,11.28 %,257.00,208521092.40,4.40 %,332.98,626.09,333055.00,53.18 %,55757582.33
2018,,WV (West Virginia),54,335956.00,213841.00,122115.00,36.35 %,75.00,55.58 %,44.42 %,95.71 %,2.33 %,0.47 %,1.49 %,17.63 %,2118773709.59,9908.17,29.44 %,2916.96,16027.29,18.20 %,293.00,1536.00,10931.00,18.64 %,156241.00,731.00,33.93 %,20.34 %,2015.50,2708.17,159147.00,74.42 %,5674.00,0.45 %,44.59,1005.81,9480.00,4.43 %,73.00,163053146.55,7.70 %,762.50,16937.07,9627.00,4.50 %,61.00,1546.00,77099907.07,3.64 %,360.55,22334.85,3452.00,1.61 %,19.00,22601808.36,1.07 %,105.69,44934.01,503.00,0.24 %,116564479.64,5.50 %,545.10,5868.42,19863.00,9.29 %,166.00,75708872.79,3.57 %,354.04,11746.92,6445.00,3.01 %,31.00,2039.00,175537054.69,8.28 %,820.88,947.02,185358.00,86.68 %,11873.00,110516811.12,5.22 %,516.82,850.39,129959.00,60.77 %,4556.00,45442794.78,2.14 %,212.51,282.24,161006.00,75.29 %,6982.00,36564545.65,1.73 %,170.99,247.52,147724.00,69.08 %,4158.00,43322365.86,2.04 %,202.59,697.26,62132.00,29.06 %,1999.00,25384821.54,1.20 %,118.71,20307.86,1250.00,0.58 %,652.00,30316112.76,1.43 %,141.77,569.63,53221.00,24.89 %,1078.00,41664745.48,1.97 %,194.84,1285.27,32417.00,15.16 %,552.00,59257779.25,2.80 %,277.11,578.88,102367.00,47.87 %,31440613.83
