Measure_Name,State,Rank,Value,Score,Lower_CI,Upper_CI,Source,Source_Year
Obesity - Ages 65+ - Multiracial,Vermont,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Washington,,28.9,,43,14.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,West Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Wisconsin,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,Wyoming,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,District of Columbia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Multiracial,United States,,29.4,,33.4,25.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Alabama,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Alaska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Arizona,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Arkansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,California,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Colorado,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Connecticut,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Delaware,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Florida,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Georgia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Hawaii,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Idaho,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Illinois,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Indiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Iowa,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Kansas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Kentucky,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Louisiana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Maine,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Maryland,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Massachusetts,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Michigan,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Minnesota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Mississippi,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Missouri,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Montana,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Nebraska,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Nevada,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,New Hampshire,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,New Jersey,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,New Mexico,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,New York,,,,39.4,9.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,North Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,North Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Ohio,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Oklahoma,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Oregon,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Pennsylvania,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Rhode Island,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,South Carolina,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,South Dakota,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Tennessee,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Texas,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Utah,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Vermont,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Washington,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,West Virginia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Wisconsin,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,Wyoming,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,District of Columbia,,,,,,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Other Race,United States,,28.8,,34.5,23.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Alabama,45,35.2,1.3,39.8,30.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Alaska,18,28.3,-0.3,35.1,21.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Arizona,6,24.7,-1.13,28.7,20.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Arkansas,31,31.4,0.42,36.3,26.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,California,4,23.9,-1.32,27.9,19.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Colorado,10,27,-0.6,30.5,23.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Connecticut,2,22.7,-1.6,26.4,19.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Delaware,43,35.1,1.27,40.2,29.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Florida,13,27.5,-0.49,31.3,23.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Georgia,17,28.2,-0.32,32.3,24.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Hawaii,1,17.1,-2,20.6,13.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Idaho,46,35.3,1.32,41.1,29.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Illinois,48,36.1,1.5,41.4,30.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Indiana,32,31.5,0.44,35.5,27.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Iowa,50,38.5,2,42.4,34.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Kansas,41,34.5,1.13,37.7,31.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Kentucky,13,27.5,-0.49,32.5,22.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Louisiana,39,34.1,1.04,40.5,27.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Maine,26,30.3,0.16,33.8,26.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Maryland,15,27.8,-0.42,30.8,24.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Massachusetts,22,29.7,0.02,34.8,24.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Michigan,49,36.2,1.53,39.9,32.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Minnesota,34,32.6,0.69,35.5,29.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Mississippi,36,33.7,0.95,38.7,28.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Missouri,35,33.3,0.86,38.1,28.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Montana,7,25.1,-1.04,29.9,20.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Nebraska,38,34,1.02,37.2,30.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Nevada,21,29.6,0,36.2,23.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,New Hampshire,12,27.2,-0.56,31.5,22.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,New Jersey,8,25.2,-1.02,34.1,16.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,New Mexico,3,23.5,-1.41,28.2,18.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,New York,9,25.6,-0.93,29.3,21.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,North Carolina,19,28.7,-0.21,34.4,23,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,North Dakota,41,34.5,1.13,38.8,30.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Ohio,47,35.4,1.34,39.1,31.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Oklahoma,33,31.9,0.53,36.1,27.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Oregon,26,30.3,0.16,35,25.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Pennsylvania,25,30.2,0.14,35.6,24.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Rhode Island,10,27,-0.6,31.9,22.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,South Carolina,43,35.1,1.27,38.6,31.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,South Dakota,40,34.3,1.09,40.2,28.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Tennessee,24,30.1,0.12,36,24.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Texas,36,33.7,0.95,40.6,26.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Utah,28,30.4,0.19,34.3,26.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Vermont,5,24.1,-1.27,28.7,19.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Virginia,22,29.7,0.02,33.6,25.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Washington,20,29,-0.14,31.9,26.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,West Virginia,30,30.8,0.28,35.7,26,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Wisconsin,16,28,-0.37,33.6,22.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,Wyoming,29,30.7,0.25,35.1,26.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,District of Columbia,,31.3,,38.1,24.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - Some College,United States,,29.6,,30.6,28.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Alabama,34,30,0.53,32.7,27.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Alaska,31,29.5,0.38,34.1,24.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Arizona,7,25.4,-0.82,28,22.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Arkansas,27,28.6,0.12,31.2,26.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,California,4,22.7,-1.61,25.5,19.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Colorado,3,21.1,-2,23,19.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Connecticut,7,25.4,-0.82,27.4,23.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Delaware,41,31.4,0.93,34.3,28.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Florida,14,26.9,-0.38,29.2,24.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Georgia,11,26.3,-0.56,28.7,23.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Hawaii,1,18.8,-2,22,15.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Idaho,29,29.2,0.29,32.4,25.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Illinois,43,32.3,1.2,35.6,29.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Indiana,44,32.4,1.23,34.6,30.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Iowa,48,33.6,1.58,35.6,31.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Kansas,36,30.4,0.64,32.2,28.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Kentucky,39,30.9,0.79,33.9,27.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Louisiana,24,28.3,0.03,31.8,24.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Maine,16,27.2,-0.29,28.9,25.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Maryland,19,27.3,-0.26,28.9,25.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Massachusetts,13,26.6,-0.47,29.5,23.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Michigan,44,32.4,1.23,34.7,30.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Minnesota,30,29.4,0.35,31,27.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Mississippi,34,30,0.53,33.2,26.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Missouri,37,30.5,0.67,33.2,27.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Montana,5,23.7,-1.31,26.4,21.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Nebraska,46,32.8,1.34,34.6,31,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Nevada,21,28,-0.06,32.5,23.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,New Hampshire,20,27.9,-0.09,30.3,25.6,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,New Jersey,24,28.3,0.03,34,22.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,New Mexico,2,19.7,-2,22.6,16.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,New York,15,27.1,-0.32,29.1,25,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,North Carolina,6,25.3,-0.85,28.9,21.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,North Dakota,50,34.4,1.81,37,31.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Ohio,47,32.9,1.37,34.9,30.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Oklahoma,27,28.6,0.12,31.1,26,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Oregon,22,28.2,0,31.2,25.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Pennsylvania,22,28.2,0,31.2,25.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Rhode Island,7,25.4,-0.82,28,22.9,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,South Carolina,32,29.7,0.44,31.7,27.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,South Dakota,41,31.4,0.93,34.7,28.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Tennessee,38,30.6,0.7,34,27.3,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Texas,39,30.9,0.79,35,26.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Utah,32,29.7,0.44,32,27.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Vermont,10,25.8,-0.7,28.3,23.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Virginia,16,27.2,-0.29,29.4,25.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Washington,16,27.2,-0.29,28.9,25.5,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,West Virginia,49,33.7,1.61,36.4,31.1,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Wisconsin,26,28.4,0.06,31.4,25.4,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,Wyoming,11,26.3,-0.56,28.8,23.8,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,District of Columbia,,11.9,,14.6,9.2,"CDC, Behavioral Risk Factor Surveillance System",2018
Obesity - Ages 65+ - White,United States,,28.2,,28.8,27.7,"CDC, Behavioral Risk Factor Surveillance System",2018
Overall - Senior,Alaska,,-0.015,-0.015,,,America's Health Rankings composite measure,2020
Overall - Senior,Alabama,,-0.688,-0.688,,,America's Health Rankings composite measure,2020
Overall - Senior,Arkansas,,-0.562,-0.562,,,America's Health Rankings composite measure,2020
Overall - Senior,Arizona,,0.173,0.173,,,America's Health Rankings composite measure,2020
Overall - Senior,California,,0.167,0.167,,,America's Health Rankings composite measure,2020
Overall - Senior,Colorado,,0.868,0.868,,,America's Health Rankings composite measure,2020
Overall - Senior,Connecticut,,0.589,0.589,,,America's Health Rankings composite measure,2020
Overall - Senior,Delaware,,0.347,0.347,,,America's Health Rankings composite measure,2020
Overall - Senior,Florida,,-0.018,-0.018,,,America's Health Rankings composite measure,2020
Overall - Senior,Georgia,,-0.362,-0.362,,,America's Health Rankings composite measure,2020
Overall - Senior,Hawaii,,0.703,0.703,,,America's Health Rankings composite measure,2020
Overall - Senior,Iowa,,0.553,0.553,,,America's Health Rankings composite measure,2020
Overall - Senior,Idaho,,0.226,0.226,,,America's Health Rankings composite measure,2020
