Year,National,State,State-FIPS-Code,Beneficiaries-with-Part-A-and-Part-B,FFS-Beneficiaries,MA-Beneficiaries,MA-Participation-Rate,Average-Age,Percent-Female,Percent-Male,Percent-Non-Hispanic-White,Percent-African-American,Percent-Hispanic,Percent-Other-Unknown,Percent-Eligible-for-Medicaid,Total-Standardized-Costs,Standardized-Per-Capita-Costs,IP-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,IP-Per-Capita-Standardized-Costs,IP-Per-User-Standardized-Costs,Percent-of-Beneficiaries-Using-IP,IP-Covered-Stays-Per-1000-Beneficiaries,IP-Covered-Days-Per-1000-Beneficiaries,Number-of-Acute-Hospital- Readmissions,Hospital-Readmission-Rate,Emergency-Department-Visits,Emergency-Department-Visits-per-1000-Beneficiaries,Perecnt-of-Beneficiaries-with-an-ED-Visit,OP-Standardized-Costs-as-of-Total-Standardized-Costs,OP-Per-Capita-Standardized-Costs,OP-Per-User-Standardized-Costs,Number-OP-Users,Percent-of-Beneficiaries-Using-OP,OP-Visits-Per-1000-Beneficiaries,ASC-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,ASC-Per-Capita-Standardized-Costs,ASC-Per-User-Standardized-Costs,Number-ASC-Users,Percent-of-Beneficiaries-Using-ASC,ASC-Events-Per-1000-Beneficiaries,PAC-SNF-Standardized-Costs,PAC-SNF-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-SNF-Per-Capita-Standardized-Costs,PAC-SNF-Per-User-Standardized-Costs,Number-PAC-SNF-Users-covered-stay,Percent-of-Beneficiaries-Using-PAC-SNF,PAC-SNF-Covered-Stays-Per-1000-Beneficiaries,PAC-SNF-Covered-Days-Per-1000-Beneficiaries,PAC-IRF-Standardized-Costs,PAC-IRF-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-IRF-Per-Capita-Standardized-Costs,PAC-IRF-Per-User-Standardized-Costs,Number-PAC-IRF-Users-covered-stay,Percent-of-Beneficiaries-Using-PAC-IRF,PAC-IRF-Covered-Stays-Per-1000-Beneficiaries,PAC-LTCH-Standardized-Costs,PAC-LTCH-Standardized-Costs-as-Perent-of-Total-Standardized-Costs,PAC-LTCH-Per-Capita-Standardized-Costs,PAC-LTCH-Per-User-Standardized-Costs,Number-PAC-LTCH-Users-with-covered-stay,Percent-of-Beneficiaries-Using-PAC-LTCH,PAC-HH-Standardized-Costs,PAC-HH-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,PAC-HH-Per-Capita-Standardized-Costs,PAC-HH-Per-User-Standardized-Costs,Number-PAC-HH-Users,Percent-of-Beneficiaries-Using-PAC-HH,PAC-HH-Episodes-Per-1000-Beneficiaries,Hospice-Standardized-Costs,Hospice-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Hospice-Per-Capita-Standardized-Costs,Hospice-Per-User-Standardized-Costs,Number-Hospice-Users-with-covered-stay,Percent-of-Beneficiaries-Using-Hospice,Hospice-Covered-Stays-Per-1000-Beneficiaries,Hospice-Covered-Days-Per-1000-Beneficiaries,EM-Standardized-Costs,EM-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,EM-Per-Capita-Standardized-Costs,EM-Per-User-Standardized-Costs,Number-EM-Users,Percent-of-Beneficiaries-Using-EM,EM-Events-Per-1000-Beneficiaries,Procedures-Standardized-Costs,Procedures-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Procedures-Per-Capita-Standardized-Costs,Procedure- Per-User-Standardized-Costs,Number-Procedure-Users,Percent-of-Beneficiaries-Using-Procedures,Procedure-Events-Per-1000-Beneficiaries,Tests-Standardized-Costs,Tests-Standardized-Costs as-Percent-of-Total-Standardized-Costs,Tests-Per-Capita-Standardized-Costs,Tests-Per-User-Standardized-Costs,Number-Test-Users,Number-of-Beneficiaries-Using-Tests,Test-Events-Per-1000-Beneficiaries,Imaging-Standardized-Costs,Imaging-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Imaging-Per-Capita-Standardized-Costs,Imaging-Per-User-Standardized-Costs,Number-Imaging-Users,Percent-of-Beneficiaries-Using-Imaging,Imaging-Events-Per-1000-Beneficiaries,DME-Standardized-Costs,DME-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,DME-Per-Capita-Standardized-Costs,DME-Per-User-Standardized-Costs,Number-DME-Users,Percent-of-Beneficiaries-Using-DME,DME-Events-Per-1000-Beneficiaries,Outpatient-Dialysis-Facility-Standardized-Costs,Outpatient-Dialysis-Facility-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Outpatient-Dialysis-Facility-Per-Capita-Standardized-Costs,Outpatient-Dialysis-Facility-Per-User-Standardized-Costs,Number-Outpatient-Dialysis-Facility-Users,Percent-of-Beneficiaries-Using-Outpatient-Dialysis-Facility,Outpatient-Dialysis-Facility-Events-Per-1000-Beneficiaries,FQHC-RHC-Standardized-Costs,FQHC-RHC-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,FQHC-RHC-Per-Capita-Standardized-Costs,FQHC-RHC-Per-User-Standardized-Costs,Number-FQHC-RHC-Users,Percent-of-Beneficiaries-Using-FQHC-RHC,FQHC-RHC-Visits-Per-1000-Beneficiaries,Ambulance-Standardized-Costs,Ambulance-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Ambulance-Per-Capita-Standardized-Costs,Ambulance-Per-User-Standardized-Costs,Number-Ambulance-Users,Percent-of-Beneficiaries-Using-Ambulance,Ambulance-Events-Per-1000-Beneficiaries,Part-B-Drugs-Standardized-Costs,Part-B-Drugs-Standardized-Costs-as-Percent-of-Total-Standardized-Costs,Part-B-Drugs-Per-Capita-Standardized-Costs,Part-B-Drugs-Per-User-Standardized-Costs,Number-Part-B-Drugs-Users,Percent-of-Beneficiaries-Using-Part-B-Drugs,Other-Services-Standardized-Costs
2015,,UT (Utah),49,275499,171423,104076,37.78,75,54.86,45.14,92.41,0.41,3.72,3.47,5.35,1448284853,8448.6,24.21,2045.32,14145.66,14.46,198,821,3870,11.77,82910,484,27.49,16.33,1379.63,1990.9,118790,69.3,4092,1.3,109.83,1032.41,18236,10.64,163,140684862.2,9.71,820.69,15250.39,9225,5.38,67,1681,30943102.81,2.14,180.51,22769.02,1359,0.79,9,14944384.64,1.03,87.18,43067.39,347,0.2,102969264,7.11,600.67,5676.05,18141,10.58,186,93606258.96,6.46,546.05,13273.72,7052,4.11,43,3445,120949071.5,8.35,705.56,775.34,155994,91,9777,114090075.6,7.88,665.55,983.73,115976,67.66,4949,31093913.06,2.15,181.39,233.1,133391,77.81,6894,22750935.44,1.57,132.72,200.45,113498,66.21,3249,48668058.42,3.36,283.91,967.69,50293,29.34,2069,16046158.09,1.11,93.61,22955.88,699,0.41,546,3086221.75,0.21,18,423.06,7295,4.26,181,10349220.15,0.71,60.37,811.32,12756,7.44,141,78695777.97,5.43,459.07,805.07,97750,57.02,13465639.19
2018,,VT (Vermont),50,114212,99672,14540,12.73,75,55.16,44.84,94.53,0.3,0.58,4.59,15.55,760916995.6,7634.21,26.99,2060.51,14122.89,14.59,214,1017,3027,15.25,58222,584,29.83,26.83,2048.11,2401.38,85009,85.29,8373,0.31,23.77,1210.5,1957,1.96,31,73978363.24,9.72,742.22,16216.21,4562,4.58,61,1475,8867119.49,1.17,88.96,21680,409,0.41,4,*,*,*,*,*,*,44936685.3,5.91,450.85,4576.97,9818,9.85,163,31559409.46,4.15,316.63,12390.82,2547,2.56,26,1895,56663744.53,7.45,568.5,655.9,86391,86.68,8668,40060756.3,5.26,401.93,712.9,56194,56.38,3528,9371435.3,1.23,94.02,143.97,65091,65.31,3149,9380880.15,1.23,94.12,147.59,63560,63.77,2647,10584299.55,1.39,106.19,491.47,21536,21.61,1268,4598464.86,0.6,46.14,17823.51,258,0.26,335,22278249.06,2.93,223.52,659.14,33799,33.91,1545,11033047.46,1.45,110.69,900.21,12256,12.3,306,14250493.78,1.87,142.97,350.32,40678,40.81,11055938.5
2017,,VT (Vermont),50,110374,97952,12422,11.25,75,55.34,44.66,94.9,0.28,0.57,4.25,16.01,744229778.1,7597.9,26.32,1999.63,13524.94,14.78,216,1002,3004,15.36,56305,575,29.83,27.51,2090.44,2449.84,83582,85.33,8314,0.32,24.68,1186.22,2038,2.08,33,74583985.51,10.02,761.43,15895.99,4692,4.79,64,1518,8107189.99,1.09,82.77,21057.64,385,0.39,4,*,*,*,*,*,*,43669379.61,5.87,445.82,4542.74,9613,9.81,164,28785069.54,3.87,293.87,11588.19,2484,2.54,26,1752,55348334.36,7.44,565.06,649.57,85208,86.99,8713,39068066.39,5.25,398.85,708.55,55138,56.29,3486,8418513.1,1.13,85.95,131.89,63829,65.16,3201,9054074.73,1.22,92.43,144.19,62793,64.11,2575,10210935.94,1.37,104.24,483.47,21120,21.56,1273,5981946.85,0.8,61.07,22155.36,270,0.28,334,20963037.81,2.82,214.01,638.65,32824,33.51,1497,10819336.15,1.45,110.46,898.5,12042,12.29,311,14425593.42,1.94,147.27,374.36,38534,39.34,10976789.26
2016,,VT (Vermont),50,106807,96709,10098,9.45,75,55.5,44.5,95.29,0.27,0.56,3.88,16.35,726112335.9,7508.22,26.75,2008.8,13732.16,14.63,214,1028,2982,15.56,54653,565,29.48,26.47,1987.55,2344.98,81968,84.76,8126,0.32,24.03,1135.75,2046,2.12,33,73268681.34,10.09,757.62,15615.66,4692,4.85,63,1543,7692724.08,1.06,79.55,20513.93,375,0.39,4,*,*,*,*,*,*,41208380.85,5.68,426.11,4349.63,9474,9.8,163,24876440.54,3.43,257.23,11185.45,2224,2.3,24,1518,59729820.12,8.23,617.62,665.22,89789,92.85,15869,38834814.05,5.35,401.56,718.7,54035,55.87,3394,7881612.69,1.09,81.5,126.72,62198,64.31,3203,8701959.01,1.2,89.98,142.65,61004,63.08,2696,12081614.92,1.66,124.93,564.67,21396,22.12,1323,6355317.68,0.88,65.72,22143.96,287,0.3,357,19004838.84,2.62,196.52,617.72,30766,31.81,1385,10497237.51,1.45,108.54,1338.58,7842,8.11,310,13931875.42,1.92,144.06,375.7,37082,38.34,12613993.68
2015,,VT (Vermont),50,103410,93947,9463,9.15,75,55.75,44.25,95.77,0.26,0.55,3.41,16.78,693838669.3,7385.43,26.64,1967.73,13460.2,14.62,215,1048,2947,15.71,53930,574,29.68,24.74,1827.28,2168.44,79166,84.27,7820,0.31,22.83,1106.88,1938,2.06,32,77706148.7,11.2,827.13,15903.84,4886,5.2,68,1692,9207476.96,1.33,98.01,21613.8,426,0.45,5,*,*,*,*,*,*,40129258.65,5.78,427.15,4390.03,9141,9.73,162,20353379.34,2.93,216.65,10031.24,2029,2.16,22,1308,60135320.84,8.67,640.1,691.08,87017,92.62,15806,36685139.38,5.29,390.49,725.95,50534,53.79,3161,7375193.95,1.06,78.5,122.35,60279,64.16,3250,8300865.17,1.2,88.36,139.46,59520,63.35,2742,14172690.41,2.04,150.86,664.95,21314,22.69,1368,6418274.95,0.93,68.32,23510.16,273,0.29,364,16351855.4,2.36,174.05,595.46,27461,29.23,1312,11380825.86,1.64,121.14,1409.32,8075,8.6,334,13416533.18,1.93,142.81,364.23,36835,39.21,12354231.97
2018,,VA (Virginia),51,1170025,915726,254299,21.73,75,56.52,43.48,79.19,13.33,1.93,5.55,8.46,8318860727,9084.44,27.12,2463.27,15427.87,15.97,242,1187,34067,16.28,545901,596,30.28,16.82,1527.7,2273.83,615243,67.19,4186,0.96,86.96,1206.99,65978,7.2,115,627257205.6,7.54,684.98,15034.57,41721,4.56,61,1492,184972666.2,2.22,202,22648.79,8167,0.89,10,39069963.64,0.47,42.67,45910.65,851,0.09,440675098,5.3,481.23,5190.03,84908,9.27,154,319701901.9,3.84,349.12,12307.11,25977,2.84,30,2064,887872313.5,10.67,969.58,1045.22,849461,92.76,13468,594413047.3,7.15,649.12,962.72,617432,67.43,5303,247894465.2,2.98,270.71,317.5,780771,85.26,9975,173813036.3,2.09,189.81,267.01,650950,71.09,3704,151530483.8,1.82,165.48,626.59,241835,26.41,1514,143841111.3,1.73,157.08,24001.52,5993,0.65,838,26144599.01,0.31,28.55,568.71,45972,5.02,196,105634627.6,1.27,115.36,1015.97,103974,11.35,330,503764411.5,6.06,550.13,897.56,561257,61.29,138005546.3
2017,,VA (Virginia),51,1134342,899760,234582,20.68,75,56.63,43.37,79.71,13.12,1.82,5.34,8.19,7864776344,8740.97,27.96,2443.64,15200.47,16.08,244,1206,34053,16.45,535792,595,30.22,16.04,1402.28,2088.73,604059,67.14,4162,0.96,84.05,1182.57,63950,7.11,116,623968629,7.93,693.48,14929.98,41793,4.64,62,1529,173395550.8,2.2,192.71,22645.36,7657,0.85,9,38319952.61,0.49,42.59,43007.8,891,0.1,430032819.6,5.47,477.94,5130.74,83815,9.32,154,282899736.8,3.6,314.42,11469.68,24665,2.74,29,1868,855115250.6,10.87,950.38,1023.51,835470,92.85,13384,571055418.5,7.26,634.68,945.52,603956,67.12,5157,233292938.2,2.97,259.28,303.99,767426,85.29,10065,168421203.6,2.14,187.18,262.58,641402,71.29,3709,131025941.5,1.67,145.62,561.69,233272,25.93,1493,129748472.1,1.65,144.2,22024.86,5891,0.65,829,20762531.4,0.26,23.08,503.21,41260,4.59,178,108232006.2,1.38,120.29,1036.02,104469,11.61,353,435177122.7,5.53,483.66,796.69,546229,60.71,127303684.8
2016,,VA (Virginia),51,1098770,885090,213680,19.45,75,56.74,43.26,80.18,13.07,1.74,5.01,8.07,7533005276,8511,28.12,2393.36,14884.98,16.08,244,1210,33423,16.49,518088,585,30.02,15.47,1316.34,1974.67,590012,66.66,4072,0.9,76.5,1112.32,60873,6.88,110,628462738.4,8.34,710.06,14864.65,42279,4.78,64,1614,165595000.9,2.2,187.09,21503.05,7701,0.87,10,41640491.7,0.55,47.05,42446.98,981,0.11,415083075.4,5.51,468.97,5031.13,82503,9.32,154,259657543,3.45,293.37,11122.14,23346,2.64,28,1773,818347851,10.86,924.59,995.46,822081,92.88,13139,552837429,7.34,624.61,942.59,586511,66.27,4986,217049450.7,2.88,245.23,288.47,752402,85.01,9983,161485462.1,2.14,182.45,257.62,626833,70.82,3868,142985787.3,1.9,161.55,603.53,236916,26.77,1572,127429587.4,1.69,143.97,22415.05,5685,0.64,832,18120896.69,0.24,20.47,493.66,36707,4.15,167,106718778.7,1.42,120.57,1034.35,103175,11.66,360,403441526.6,5.36,455.82,762.65,528997,59.77,123019234.6
2015,,VA (Virginia),51,1063719,860889,202830,19.07,75,56.88,43.12,80.65,13.03,1.65,4.67,8.15,7245310116,8416.08,27.99,2355.27,14401.17,16.35,249,1243,33324,16.61,501609,583,30.11,15.1,1270.44,1905.79,573885,66.66,4058,0.86,72.63,1055.43,59243,6.88,107,636279624.9,8.78,739.1,14907.1,42683,4.96,66,1737,162856353.3,2.25,189.17,20677.55,7876,0.91,10,43315020.67,0.6,50.31,43099.52,1005,0.12,394023727.9,5.44,457.69,4893.43,80521,9.35,155,240792517.5,3.32,279.7,10600.13,22716,2.64,28,1725,796968727.6,11,925.75,997.3,799123,92.83,12964,518659869.4,7.16,602.47,936.72,553695,64.32,4650,205140522.4,2.83,238.29,280.88,730358,84.84,9977,156061779.2,2.15,181.28,255.21,611513,71.03,3939,166565024.8,2.3,193.48,717.57,232125,26.96,1590,127646021.9,1.76,148.27,22879.73,5579,0.65,824,16963508.81,0.23,19.7,469.25,36150,4.2,173,119392380.4,1.65,138.68,1147.87,104012,12.08,419,362162077.3,5,420.68,693.54,522193,60.66,114621277.2
2018,,WA (Washington),53,1071198,677284,393914,36.77,75,54.43,45.57,86.68,1.75,3.24,8.32,10.93,5447757869,8043.54,27.01,2172.52,15681.17,13.85,201,1000,18729,14.5,369588,546,28.25,21.42,1722.53,2560.47,455636,67.27,4739,1.72,138.24,1095.28,85482,12.62,203,453166043.1,8.32,669.09,16952.19,26732,3.95,51,1246,49318596.91,0.91,72.82,21480.23,2296,0.34,4,17634893.88,0.32,26.04,56341.51,313,0.05,212592640.9,3.9,313.89,5136.2,41391,6.11,97,193532171.2,3.55,285.75,10975.57,17633,2.6,27,1668,490867351.3,9.01,724.76,834.62,588132,86.84,10059,401285036.8,7.37,592.49,945.79,424284,62.64,5010,132903806.5,2.44,196.23,254.42,522381,77.13,7256,116640317.9,2.14,172.22,261.39,446234,65.89,3161,100880620.3,1.85,148.95,598.95,168429,24.87,1376,78572503.92,1.44,116.01,22860.78,3437,0.51,654,72849606.36,1.34,107.56,591.19,123225,18.19,776,68410799.89,1.26,101.01,942.8,72562,10.71,244,271084812.1,4.98,400.25,733.89,369379,54.54,56337436.86
2017,,WA (Washington),53,1032718,669036,363682,35.22,75,54.61,45.39,86.75,1.77,3.25,8.23,11.58,5207676941,7783.85,28.29,2202.09,15281.51,14.41,208,1017,19229,14.6,366840,548,28.44,19.75,1537.06,2253.63,456307,68.2,4811,1.72,133.69,1052.66,84972,12.7,204,469641078.6,9.02,701.97,16738.22,28058,4.19,54,1355,56644146.95,1.09,84.67,22023.39,2572,0.38,4,18159534.23,0.35,27.14,48685.08,373,0.06,206586587,3.97,308.78,4984.96,41442,6.19,98,184110316.7,3.54,275.19,10428.23,17655,2.64,27,1607,475264429.9,9.13,710.37,818.55,580614,86.78,9987,383327175.1,7.36,572.95,929.08,412586,61.67,4851,117773126.2,2.26,176.03,233.45,504487,75.41,6750,112002875.8,2.15,167.41,255.48,438406,65.53,3142,87217409.87,1.67,130.36,528.28,165098,24.68,1356,71362217.18,1.37,106.66,21592.2,3305,0.49,622,66724823.5,1.28,99.73,556.05,119998,17.94,771,67406055.44,1.29,100.75,913.44,73794,11.03,250,245983279.4,4.72,367.67,684.79,359210,53.69,54403640.13
2016,,WA (Washington),53,993362,650290,343072,34.54,75,54.68,45.32,86.98,1.78,3.15,8.09,11.81,4963151224,7632.21,28.29,2159.06,15016.06,14.38,207,1007,18169,14.4,353332,543,28.36,18.79,1434.42,2162.91,431264,66.32,4650,1.62,123.9,970.77,82995,12.76,204,467248618.6,9.41,718.52,16774.32,27855,4.28,55,1443,57105262.42,1.15,87.82,21581.73,2646,0.41,4,20383566.3,0.41,31.35,48881.45,417,0.06,195126706.1,3.93,300.06,4817.59,40503,6.23,97,172467562.2,3.47,265.22,10319.37,16713,2.57,27,1570,457363587.4,9.22,703.32,810.56,564254,86.77,9944,369489573.3,7.44,568.19,929.98,397309,61.1,4682,114105504.4,2.3,175.47,233.53,488616,75.14,6900,107364561.5,2.16,165.1,252.79,424711,65.31,3287,98095529.79,1.98,150.85,602.19,162897,25.05,1418,69168422.2,1.39,106.37,22148.07,3123,0.48,626,61934122.63,1.25,95.24,543.12,114035,17.54,778,66261934.99,1.34,101.9,913.77,72515,11.15,255,231873014.2,4.67,356.57,679.04,341472,52.51,57791260.52
2015,,WA (Washington),53,955465,626236,329229,34.46,75,54.81,45.19,87.21,1.81,3,7.98,12.04,4742318355,7572.73,28.72,2174.94,14710.63,14.78,214,1025,18388,14.68,337263,539,28.32,17.91,1356.37,2040.08,416359,66.49,4607,1.6,121.16,918.38,82619,13.19,209,464623380.8,9.8,741.93,16397.51,28335,4.52,58,1534,49342554.36,1.04,78.79,20164.51,2447,0.39,4,23458713.36,0.49,37.46,52246.58,449,0.07,177757623.8,3.75,283.85,4568.78,38907,6.21,96,157689802.2,3.33,251.81,9829.81,16042,2.56,27,1537,452130615.1,9.53,721.98,830.63,544320,86.92,9946,350831631.8,7.4,560.22,945.01,371246,59.28,4415,109709448,2.31,175.19,232.86,471149,75.24,7115,105158928.3,2.22,167.92,255.78,411123,65.65,3353,110570499,2.33,176.56,701.12,157706,25.18,1428,67617906.91,1.43,107.98,22614.68,2990,0.48,618,57310954.67,1.21,91.52,542.71,105601,16.86,751,64527860.49,1.36,103.04,913.49,70639,11.28,257,208521092.4,4.4,332.98,626.09,333055,53.18,55757582.33
2018,,WV (West Virginia),54,335956,213841,122115,36.35,75,55.58,44.42,95.71,2.33,0.47,1.49,17.63,2118773710,9908.17,29.44,2916.96,16027.29,18.2,293,1536,10931,18.64,156241,731,33.93,20.34,2015.5,2708.17,159147,74.42,5674,0.45,44.59,1005.81,9480,4.43,73,163053146.6,7.7,762.5,16937.07,9627,4.5,61,1546,77099907.07,3.64,360.55,22334.85,3452,1.61,19,22601808.36,1.07,105.69,44934.01,503,0.24,116564479.6,5.5,545.1,5868.42,19863,9.29,166,75708872.79,3.57,354.04,11746.92,6445,3.01,31,2039,175537054.7,8.28,820.88,947.02,185358,86.68,11873,110516811.1,5.22,516.82,850.39,129959,60.77,4556,45442794.78,2.14,212.51,282.24,161006,75.29,6982,36564545.65,1.73,170.99,247.52,147724,69.08,4158,43322365.86,2.04,202.59,697.26,62132,29.06,1999,25384821.54,1.2,118.71,20307.86,1250,0.58,652,30316112.76,1.43,141.77,569.63,53221,24.89,1078,41664745.48,1.97,194.84,1285.27,32417,15.16,552,59257779.25,2.8,277.11,578.88,102367,47.87,31440613.83
2017,,WV (West Virginia),54,329857,218009,111848,33.91,75,55.64,44.36,95.85,2.32,0.44,1.39,17.64,2068011459,9485.9,30.25,2869.45,15557.85,18.44,296,1532,11233,18.54,159725,733,34.1,19.22,1822.75,2456.3,161778,74.21,5576,0.44,41.8,921.45,9889,4.54,74,164279001.3,7.94,753.54,16730.73,9819,4.5,61,1572,73980164.34,3.58,339.34,21784.5,3396,1.56,18,26264130.6,1.27,120.47,45049.97,583,0.27,116723186.7,5.64,535.41,5785.82,20174,9.25,167,74145633.82,3.59,340.1,11587.07,6399,2.94,30,1981,176492505.9,8.53,809.57,931.72,189427,86.89,11818,110669099.3,5.35,507.64,837.32,132169,60.63,4444,43345644.46,2.1,198.83,263.85,164281,75.36,7146,36915988.32,1.79,169.33,246,150068,68.84,4149,36353921.79,1.76,166.75,583.34,62320,28.59,1985,23266608.49,1.13,106.72,19518.97,1192,0.55,618,27921732.8,1.35,128.08,549.72,50793,23.3,997,43730459.84,2.11,200.59,1309.82,33387,15.31,569,49914200.21,2.41,228.95,475.65,104939,48.14,31955681.07
2016,,WV (West Virginia),54,322567,222184,100383,31.12,75,55.66,44.34,95.97,2.31,0.42,1.29,17.46,2036781152,9167.09,30.18,2766.5,15218.77,18.18,290,1513,10871,18.08,158349,713,33.57,18.38,1684.96,2303.86,162498,73.14,5340,0.44,40.48,898.67,10008,4.5,73,167697320.2,8.23,754.77,16471.6,10181,4.58,63,1640,68721633.31,3.37,309.3,21151.63,3249,1.46,16,24294604.04,1.19,109.34,41887.25,580,0.26,111344760.7,5.47,501.14,5599.15,19886,8.95,158,72053408.81,3.54,324.3,11379.25,6332,2.85,30,1913,179607307.8,8.82,808.37,932.06,192700,86.73,11675,111467946.7,5.47,501.69,835.2,133461,60.07,4308,42831420.26,2.1,192.77,255.83,167419,75.35,7202,37068183.01,1.82,166.84,244.58,151561,68.21,4203,42749318.75,2.1,192.41,654.57,65309,29.39,2048,23687438.06,1.16,106.61,20962.33,1130,0.51,626,24944260.22,1.22,112.27,515.4,48398,21.78,923,44412342.06,2.18,199.89,1316.68,33731,15.18,582,50978623.83,2.5,229.44,478.13,106621,47.99,36885665.1
2015,,WV (West Virginia),54,315926,220016,95910,30.36,75,55.89,44.11,96.14,2.26,0.39,1.2,17.63,2001058429,9095.06,30.36,2761.35,14631.77,18.87,304,1608,11664,18.73,157968,718,33.92,17.28,1571.73,2181.01,158553,72.06,4997,0.41,37.01,851.4,9563,4.35,70,172049390.9,8.6,781.99,16280.22,10568,4.8,66,1736,67753704.65,3.39,307.95,20719.79,3270,1.49,17,27706198.61,1.38,125.93,45947.26,603,0.27,102924383.4,5.14,467.8,5400.3,19059,8.66,152,69153521.15,3.46,314.31,11128.66,6214,2.82,29,1877,182936709.2,9.14,831.47,958.11,190934,86.78,11767,108314725.5,5.41,492.3,847.96,127734,58.06,4025,42228981.19,2.11,191.94,254.27,166077,75.48,7445,37357065.51,1.87,169.79,248.06,150599,68.45,4262,50268941.48,2.51,228.48,775.34,64835,29.47,2051,23075242.08,1.15,104.88,20366.5,1133,0.51,593,22397234.13,1.12,101.8,488.62,45838,20.83,884,49660610.74,2.48,225.71,1479.67,33562,15.25,627,49468209.88,2.47,224.84,464.92,106401,48.36,34275787.03
2018,,WI (Wisconsin),55,954693,509305,445388,46.65,75,55.21,44.79,91.78,2.19,1.41,4.62,10.91,4337533444,8516.57,27.14,2311.19,14979.83,15.43,228,1070,16804,15.28,291605,573,29.87,25.36,2159.81,2953.16,372483,73.14,6346,0.87,74.3,1193.78,31697,6.22,105,378728282.1,8.73,743.62,15835.77,23916,4.7,62,1494,59389950.85,1.37,116.61,21667.26,2741,0.54,6,19732043.12,0.45,38.74,36882.32,535,0.11,137027055.1,3.16,269.05,4518.32,30327,5.95,90,218718662.4,5.04,429.45,12480.38,17525,3.44,36,2537,354347965.5,8.17,695.75,777.9,455520,89.44,10093,246051867.6,5.67,483.11,788.19,312172,61.29,3939,83676841.69,1.93,164.3,215.78,387783,76.14,7431,75763354.43,1.75,148.76,218.81,346248,67.98,3295,73271190.47,1.69,143.87,545.55,134308,26.37,1546,68050979.33,1.57,133.62,24105.91,2823,0.55,711,28335778.29,0.65,55.64,621.62,45584,8.95,332,48491023.53,1.12,95.21,896.97,54061,10.61,258,161304140.4,3.72,316.71,578.05,279051,54.79,69700699.88
2017,,WI (Wisconsin),55,925785,505947,419838,45.35,75,55.46,44.54,92.03,2.26,1.4,4.31,11.36,4152283410,8206.95,28.25,2318.45,14584.82,15.9,234,1071,16905,15.12,291645,576,29.99,23.15,1900.32,2643.94,363646,71.87,6111,0.91,74.94,1189.49,31877,6.3,107,387132216.5,9.32,765.16,15530.02,24928,4.93,65,1581,59018442.39,1.42,116.65,21229.66,2780,0.55,6,21112442.49,0.51,41.73,39169.65,539,0.11,131432763.4,3.17,259.78,4463.37,29447,5.82,88,212891721.8,5.13,420.78,12188.22,17467,3.45,36,2494,347850391.9,8.38,687.52,767.2,453400,89.61,10083,241383658,5.81,477.09,776.76,310758,61.42,3938,80141531.14,1.93,158.4,208.03,385247,76.14,7640,73962680.42,1.78,146.19,216.01,342405,67.68,3309,64695937.66,1.56,127.87,491.06,131747,26.04,1512,63507282.71,1.53,125.52,22608.5,2809,0.56,704,22134208.77,0.53,43.75,601.31,36810,7.28,273,47587864.44,1.15,94.06,868.68,54782,10.83,260,158706430.7,3.82,313.68,577.29,274915,54.34,68335094.07
2016,,WI (Wisconsin),55,896910,498901,398009,44.38,75,55.81,44.19,92.39,2.3,1.38,3.93,11.62,4018966995,8055.64,28.34,2282.86,14329.65,15.93,235,1080,16652,15.09,282651,567,29.77,21.84,1759.53,2472.53,355033,71.16,6012,0.84,67.34,1100.44,30528,6.12,104,394617188.4,9.82,790.97,15403.3,25619,5.14,68,1664,58477420.77,1.46,117.21,20234.4,2890,0.58,6,23757939.04,0.59,47.62,44490.52,534,0.11,128808004.4,3.21,258.18,4391.83,29329,5.88,89,204101752.2,5.08,409.1,11760.4,17355,3.48,36,2454,343448519,8.55,688.41,766.5,448074,89.81,10066,237453463.3,5.91,475.95,779.81,304501,61.03,3804,77502186.55,1.93,155.35,204.05,379814,76.13,7741,70864700.11,1.76,142.04,210.76,336238,67.4,3467,71224299.12,1.77,142.76,547.2,130161,26.09,1532,62588639.43,1.56,125.45,22751.23,2751,0.55,702,19834983.02,0.49,39.76,619.34,32026,6.42,250,46965925.88,1.17,94.14,855.69,54886,11,260,156164024.5,3.89,313.02,573.5,272302,54.58,72813046.11
